ID,DATA_P256_VERIFY_FLAG,RSLT_P256_VERIFY_FLAG,INDEX,LIMB,CIRCUIT_SELECTOR_P256_VERIFY
3,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
3,1,0,7,0x2903269919f7086069c8c4df6c732838,1
3,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
3,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
3,0,1,0,0,1
3,0,1,1,0,1
4,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
4,1,0,1,0x0036e7c32b270c8807a419feca605023,1
4,1,0,2,0x00000000000000000000000000000000,1
4,1,0,3,0x00000000000000000000000000000001,1
4,1,0,4,0x00000000000000000000000000000000,1
4,1,0,5,0x00000000000000000000000000000001,1
4,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
4,1,0,7,0x2903269919f7086069c8c4df6c732838,1
4,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
4,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
4,0,1,0,0,1
4,0,1,1,0,1
5,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
5,1,0,1,0x0036e7c32b270c8807a419feca605023,1
5,1,0,2,0x00000000000000000000000000000000,1
5,1,0,3,0x00000000000000000000000000000001,1
5,1,0,4,0xffffffff00000000ffffffffffffffff,1
5,1,0,5,0xbce6faada7179e84f3b9cac2fc632550,1
5,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
5,1,0,7,0x2903269919f7086069c8c4df6c732838,1
5,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
5,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
5,0,1,0,0,1
5,0,1,1,0,1
6,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
6,1,0,1,0x0036e7c32b270c8807a419feca605023,1
6,1,0,2,0xffffffff00000000ffffffffffffffff,1
6,1,0,3,0xbce6faada7179e84f3b9cac2fc632550,1
6,1,0,4,0x00000000000000000000000000000000,1
6,1,0,5,0x00000000000000000000000000000001,1
6,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
6,1,0,7,0x2903269919f7086069c8c4df6c732838,1
6,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
6,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
6,0,1,0,0,1
6,0,1,1,0,1
7,1,0,0,0xbb5a52f42f9c9261ed4361f59422a1e3,1
7,1,0,1,0x0036e7c32b270c8807a419feca605023,1
7,1,0,2,0xffffffff00000000ffffffffffffffff,1
7,1,0,3,0xbce6faada7179e84f3b9cac2fc632550,1
7,1,0,4,0xffffffff00000000ffffffffffffffff,1
7,1,0,5,0xbce6faada7179e84f3b9cac2fc632550,1
7,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
7,1,0,7,0x2903269919f7086069c8c4df6c732838,1
7,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
7,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
7,0,1,0,0,1
7,0,1,1,0,1
8,1,0,0,0x70239dd877f7c944c422f44dea4ed1a5,1
8,1,0,1,0x2f2627416faf2f072fa50c772ed6f807,1
8,1,0,2,0x64a1aab5000d0e804f3e2fc02bdee9be,1
8,1,0,3,0x8ff312334e2ba16d11547c97711c898e,1
8,1,0,4,0x6af015971cc30be6d1a206d4e013e099,1
8,1,0,5,0x7772a2f91d73286ffd683b9bb2cf4f1b,1
8,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
8,1,0,7,0x2903269919f7086069c8c4df6c732838,1
8,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
8,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
8,0,1,0,0,1
8,0,1,1,1,1
9,1,0,0,0x00000000690ed426ccf17803ebe2bd08,1
9,1,0,1,0x84bcd58a1bb5e7477ead3645f356e7a9,1
9,1,0,2,0x16aea964a2f6506d6f78c81c91fc7e8b,1
9,1,0,3,0xded7d397738448de1e19a0ec580bf266,1
9,1,0,4,0x252cd762130c6667cfe8b7bc47d27d78,1
9,1,0,5,0x391e8e80c578d1cd38c3ff033be928e9,1
9,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
9,1,0,7,0x2903269919f7086069c8c4df6c732838,1
9,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
9,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
9,0,1,0,0,1
9,0,1,1,1,1
10,1,0,0,0x7300000000213f2a525c6035725235c2,1
10,1,0,1,0xf696ad3ebb5ee47f140697ad25770d91,1
10,1,0,2,0x9cc98be2347d469bf476dfc26b9b733d,1
10,1,0,3,0xf2d26d6ef524af917c665baccb23c882,1
10,1,0,4,0x093496459effe2d8d70727b82462f61d,1
10,1,0,5,0x0ec1b7847929d10ea631dacb16b56c32,1
10,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
10,1,0,7,0x2903269919f7086069c8c4df6c732838,1
10,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
10,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
10,0,1,0,0,1
10,0,1,1,1,1
11,1,0,0,0xddf2000000005e0be0635b245f0b9797,1
11,1,0,1,0x8afd25daadeb3edb4a0161c27fe06045,1
11,1,0,2,0x73b3c90ecd390028058164524dde8927,1
11,1,0,3,0x03dce3dea0d53fa8093999f07ab8aa43,1
11,1,0,4,0x2f67b0b8e20636695bb7d8bf0a651c80,1
11,1,0,5,0x2ed25a395387b5f4188c0c4075c88634,1
11,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
11,1,0,7,0x2903269919f7086069c8c4df6c732838,1
11,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
11,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
11,0,1,0,0,1
11,0,1,1,1,1
12,1,0,0,0x67ab1900000000784769c4ecb9e164d6,1
12,1,0,1,0x642b8499588b89855be1ec355d0841a0,1
12,1,0,2,0xbfab3098252847b328fadf2f89b95c85,1
12,1,0,3,0x1a7f0eb390763378f37e90119d5ba3dd,1
12,1,0,4,0xbdd64e234e832b1067c2d058ccb44d97,1
12,1,0,5,0x8195ccebb65c2aaf1e2da9b8b4987e3b,1
12,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
12,1,0,7,0x2903269919f7086069c8c4df6c732838,1
12,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
12,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
12,0,1,0,0,1
12,0,1,1,1,1
13,1,0,0,0xa2bf09460000000076d7dbeffe125eaf,1
13,1,0,1,0x02095dff252ee905e296b6350fc311cf,1
13,1,0,2,0x204a9784074b246d8bf8bf04a4ceb1c1,1
13,1,0,3,0xf1c9aaab168b1596d17093c5cd21d2cd,1
13,1,0,4,0x51cce41670636783dc06a759c8847868,1
13,1,0,5,0xa406c2506fe17975582fe648d1d88b52,1
13,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
13,1,0,7,0x2903269919f7086069c8c4df6c732838,1
13,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
13,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
13,0,1,0,0,1
13,0,1,1,1,1
14,1,0,0,0x3554e827c700000000e1e75e624a06b3,1
14,1,0,1,0xa0a353171160858129e15c544e4f0e65,1
14,1,0,2,0xed66dc34f551ac82f63d4aa4f81fe2cb,1
14,1,0,3,0x0031a91d1314f835027bca0f1ceeaa03,1
14,1,0,4,0x99ca123aa09b13cd194a422e18d5fda1,1
14,1,0,5,0x67623c3f6e5d4d6abb8953d67c0c48c7,1
14,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
14,1,0,7,0x2903269919f7086069c8c4df6c732838,1
14,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
14,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
14,0,1,0,0,1
14,0,1,1,1,1
15,1,0,0,0x9b6cd3b812610000000026941a0f0bb5,1
15,1,0,1,0x3255ea4c9fd0cb3426e3a54b9fc6965c,1
15,1,0,2,0x060b700bef665c68899d44f2356a578d,1
15,1,0,3,0x126b062023ccc3c056bf0f60a237012b,1
15,1,0,4,0x8d186c027832965f4fcc78a3366ca95d,1
15,1,0,5,0xedbb410cbef3f26d6be5d581c11d3610,1
15,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
15,1,0,7,0x2903269919f7086069c8c4df6c732838,1
15,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
15,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
15,0,1,0,0,1
15,0,1,1,1,1
16,1,0,0,0x883ae39f50bf0100000000e7561c26fc,1
16,1,0,1,0x82a52baa51c71ca877162f93c4ae0186,1
16,1,0,2,0x9f6adfe8d5eb5b2c24d7aa7934b6cf29,1
16,1,0,3,0xc93ea76cd313c9132bb0c8e38c96831d,1
16,1,0,4,0xb26a9c9e40e55ee0890c944cf271756c,1
16,1,0,5,0x906a33e66b5bd15e051593883b5e9902,1
16,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
16,1,0,7,0x2903269919f7086069c8c4df6c732838,1
16,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
16,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
16,0,1,0,0,1
16,0,1,1,1,1
17,1,0,0,0xa1ce5d6e5ecaf28b0000000000fa7cd0,1
17,1,0,1,0x10540f420fb4ff7401fe9fce011d0ba6,1
17,1,0,2,0xa1af03ca91677b673ad2f33615e56174,1
17,1,0,3,0xa1abf6da168cebfa8868f4ba273f16b7,1
17,1,0,4,0x20aa73ffe48afa6435cd258b173d0c23,1
17,1,0,5,0x77d69022e7d098d75caf24c8c5e06b1c,1
17,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
17,1,0,7,0x2903269919f7086069c8c4df6c732838,1
17,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
17,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
17,0,1,0,0,1
17,0,1,1,1,1
18,1,0,0,0x8ea5f645f373f5809300000000383453,1
18,1,0,1,0x97330012a8ee836c5494cdffd5ee8054,1
18,1,0,2,0xfdc70602766f8eed11a6c99a71c973d5,1
18,1,0,3,0x659355507b843da6e327a28c11893db9,1
18,1,0,4,0x3df5349688a085b137b1eacf456a9e9e,1
18,1,0,5,0x0f6d15ec0078ca60a7f83f2b10d21350,1
18,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
18,1,0,7,0x2903269919f7086069c8c4df6c732838,1
18,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
18,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
18,0,1,0,0,1
18,0,1,1,1,1
19,1,0,0,0x660570d323e9f75fa734000000008792,1
19,1,0,1,0xd65ce93eabb7d60d8d9c1bbdcb5ef305,1
19,1,0,2,0xb516a314f2fce530d6537f6a6c49966c,1
19,1,0,3,0x23456f63c643cf8e0dc738f7b876e675,1
19,1,0,4,0xd39ffd033c92b6d717dd536fbc5efdf1,1
19,1,0,5,0x967c4bd80954479ba66b0120cd16fff2,1
19,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
19,1,0,7,0x2903269919f7086069c8c4df6c732838,1
19,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
19,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
19,0,1,0,0,1
19,0,1,1,1,1
20,1,0,0,0xd0462673154cce587dde8800000000e9,1
20,1,0,1,0x8d35f1f45cf9c3bf46ada2de4c568c34,1
20,1,0,2,0x3b2cbf046eac45842ecb7984d4758315,1
20,1,0,3,0x82717bebb6492fd0a485c101e29ff0a8,1
20,1,0,4,0x4c9b7b47a98b0f82de512bc9313aaf51,1
20,1,0,5,0x701099cac5f76e68c8595fc1c1d99258,1
20,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
20,1,0,7,0x2903269919f7086069c8c4df6c732838,1
20,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
20,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
20,0,1,0,0,1
20,0,1,1,1,1
21,1,0,0,0xbd90640269a7822680cedfef00000000,1
21,1,0,1,0x0caef15a6171059ab83e7b4418d7278f,1
21,1,0,2,0x30c87d35e636f540841f14af54e2f9ed,1
21,1,0,3,0xd79d0312cfa1ab656c3fb15bfde48dcf,1
21,1,0,4,0x47c15a5a82d24b75c85a692bd6ecafeb,1
21,1,0,5,0x71409ede23efd08e0db9abf6340677ed,1
21,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
21,1,0,7,0x2903269919f7086069c8c4df6c732838,1
21,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
21,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
21,0,1,0,0,1
21,0,1,1,1,1
22,1,0,0,0x33239a52d72f1311512e41222a000000,1
22,1,0,1,0x00d2dcceb301c54b4beae8e284788a73,1
22,1,0,2,0x38686ff0fda2cef6bc43b58cfe6647b9,1
22,1,0,3,0xe2e8176d168dec3c68ff262113760f52,1
22,1,0,4,0x067ec3b651f422669601662167fa8717,1
22,1,0,5,0xe976e2db5e6a4cf7c2ddabb3fde9d67d,1
22,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
22,1,0,7,0x2903269919f7086069c8c4df6c732838,1
22,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
22,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
22,0,1,0,0,1
22,0,1,1,1,1
23,1,0,0,0xb8d64fbcd4a1c10f1365d4e6d95c0000,1
23,1,0,1,0x00007ee4a21a1cbe1dc84c2d941ffaf1,1
23,1,0,2,0x44a3e23bf314f2b344fc25c7f2de8b6a,1
23,1,0,3,0xf3e17d27f5ee844b225985ab6e2775cf,1
23,1,0,4,0x2d48e223205e98041ddc87be532abed5,1
23,1,0,5,0x84f0411f5729500493c9cc3f4dd15e86,1
23,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
23,1,0,7,0x2903269919f7086069c8c4df6c732838,1
23,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
23,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
23,0,1,0,0,1
23,0,1,1,1,1
24,1,0,0,0x01603d3982bf77d7a3fef3183ed09200,1
24,1,0,1,0x0000003a227420db4088b20fe0e9d84a,1
24,1,0,2,0x2ded5b7ec8e90e7bf11f967a3d95110c,1
24,1,0,3,0x41b99db3b5aa8d330eb9d638781688e9,1
24,1,0,4,0x7d5792c53628155e1bfc46fb1a67e308,1
24,1,0,5,0x8de049c328ae1f44ec69238a009808f9,1
24,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
24,1,0,7,0x2903269919f7086069c8c4df6c732838,1
24,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
24,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
24,0,1,0,0,1
24,0,1,1,1,1
25,1,0,0,0x9ea6994f1e0384c8599aa02e6cf66d9c,1
25,1,0,1,0x000000004d89ef50b7e9eb0cfbff7363,1
25,1,0,2,0xbdae7bcb580bf335efd3bc3d31870f92,1
25,1,0,3,0x3eaccafcd40ec2f605976f15137d8b8f,1
25,1,0,4,0xf6dfa12f19e525270b0106eecfe25749,1
25,1,0,5,0x9f373a4fb318994f24838122ce7ec3c7,1
25,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
25,1,0,7,0x2903269919f7086069c8c4df6c732838,1
25,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
25,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
25,0,1,0,0,1
25,0,1,1,1,1
26,1,0,0,0xd03215a8401bcf16693979371a01068a,1
26,1,0,1,0x4700000000e2fa5bf692bc670905b18c,1
26,1,0,2,0x50f9c4f0cd6940e162720957ffff5137,1
26,1,0,3,0x99209b78596956d21ece251c2401f1c6,1
26,1,0,4,0xd7033a0a787d338e889defaaabb106b9,1
26,1,0,5,0x5a4355e411a59c32aa5167dfab244726,1
26,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
26,1,0,7,0x2903269919f7086069c8c4df6c732838,1
26,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
26,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
26,0,1,0,0,1
26,0,1,1,1,1
27,1,0,0,0x307bfaaffb650c889c84bf83f0300e5d,1
27,1,0,1,0xc87e000000008408fd5f64b582e3bb14,1
27,1,0,2,0xf612820687604fa01906066a378d6754,1
27,1,0,3,0x0982e29575d019aabe90924ead5c860d,1
27,1,0,4,0x3f9367702dd7dd4f75ea98afd20e328a,1
27,1,0,5,0x1a99f4857b316525328230ce294b0fef,1
27,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
27,1,0,7,0x2903269919f7086069c8c4df6c732838,1
27,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
27,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
27,0,1,0,0,1
27,0,1,1,1,1
28,1,0,0,0xbab5c4f4df540d7b33324d36bb0c1575,1
28,1,0,1,0x51527c00000000e4af574bb4d54ea6b8,1
28,1,0,2,0x9505e407657d6e8bc93db5da7aa6f508,1
28,1,0,3,0x1f61980c1949f56b0f2f507da5782a7a,1
28,1,0,4,0xc60d31904e3669738ffbeccab6c3656c,1
28,1,0,5,0x08e0ed5cb92b3cfa5e7f71784f9c5021,1
28,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
28,1,0,7,0x2903269919f7086069c8c4df6c732838,1
28,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
28,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
28,0,1,0,0,1
28,0,1,1,1,1
29,1,0,0,0xd4ba47f6ae28f274e4f58d8036f9c36e,1
29,1,0,1,0xc2456f5b00000000c3b869197ef5e15e,1
29,1,0,2,0xbbd16fbbb656b6d0d83e6a7787cd691b,1
29,1,0,3,0x08735aed371732723e1c68a40404517d,1
29,1,0,4,0x9d8e35dba96028b7787d91315be67587,1
29,1,0,5,0x7d2d097be5e8ee34560e3e7fd25c0f00,1
29,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
29,1,0,7,0x2903269919f7086069c8c4df6c732838,1
29,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
29,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
29,0,1,0,0,1
29,0,1,1,1,1
30,1,0,0,0x79fd19c7235ea212f29f1fa00984342a,1
30,1,0,1,0xfe0f10aafd00000000801e47f8c184e1,1
30,1,0,2,0x2ec9760122db98fd06ea76848d35a6da,1
30,1,0,3,0x442d2ceef7559a30cf57c61e92df327e,1
30,1,0,4,0x7ab271da90859479701fccf86e462ee3,1
30,1,0,5,0x393fb6814c27b760c4963625c0a19878,1
30,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
30,1,0,7,0x2903269919f7086069c8c4df6c732838,1
30,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
30,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
30,0,1,0,0,1
30,0,1,1,1,1
31,1,0,0,0x8c291e8eeaa45adbaf9aba5c0583462d,1
31,1,0,1,0x79cbeb7ac97300000000a37ea6700cda,1
31,1,0,2,0x54e76b7683b6650baa6a7fc49b1c51ee,1
31,1,0,3,0xd9ba9dd463221f7a4f1005a89fe00c59,1
31,1,0,4,0x2ea076886c773eb937ec1cc8374b7915,1
31,1,0,5,0xcfd11b1c1ae1166152f2f7806a31c8fd,1
31,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
31,1,0,7,0x2903269919f7086069c8c4df6c732838,1
31,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
31,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
31,0,1,0,0,1
31,0,1,1,1,1
32,1,0,0,0x0eaae8641084fa979803efbfb8140732,1
32,1,0,1,0xf4cdcf66c3f78a000000003c278a6b21,1
32,1,0,2,0x5291deaf24659ffbbce6e3c26f602109,1
32,1,0,3,0x7a74abdbb69be4fb10419c0c496c9466,1
32,1,0,4,0x65d6fcf336d27cc7cdb982bb4e4ecef5,1
32,1,0,5,0x827f84742f29f10abf83469270a03dc3,1
32,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
32,1,0,7,0x2903269919f7086069c8c4df6c732838,1
32,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
32,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
32,0,1,0,0,1
32,0,1,1,1,1
33,1,0,0,0xe02716d01fb23a5a0068399bf01bab42,1
33,1,0,1,0xef17c6d96e13846c00000000afc0f89d,1
33,1,0,2,0x207a3241812d75d947419dc58efb05e8,1
33,1,0,3,0x003b33fc17eb50f9d15166a88479f107,1
33,1,0,4,0xcdee749f2e492b213ce80b32d0574f62,1
33,1,0,5,0xf1c5d70793cf55e382d5caadf7592767,1
33,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
33,1,0,7,0x2903269919f7086069c8c4df6c732838,1
33,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
33,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
33,0,1,0,0,1
33,0,1,1,1,1
34,1,0,0,0x9eb0bf583a1a6b9a194e9a16bc7dab2a,1
34,1,0,1,0x9061768af89d00659a00000000fc7de1,1
34,1,0,2,0x6554e49f82a855204328ac94913bf01b,1
34,1,0,3,0xbe84437a355a0a37c0dee3cf81aa7728,1
34,1,0,4,0xaea00de2507ddaf5c94e1e126980d3df,1
34,1,0,5,0x16250a2eaebc8be486effe7f22b4f929,1
34,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
34,1,0,7,0x2903269919f7086069c8c4df6c732838,1
34,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
34,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
34,0,1,0,0,1
34,0,1,1,1,1
35,1,0,0,0x62aac98818b3b84a2c214f0d5e72ef28,1
35,1,0,1,0x6e1030cb53d9a82b690e00000000cd15,1
35,1,0,2,0xa54c5062648339d2bff06f71c88216c2,1
35,1,0,3,0x6c6e19b4d80a8c602990ac82707efdfc,1
35,1,0,4,0xe99bbe7fcfafae3e69fd016777517aa0,1
35,1,0,5,0x1056317f467ad09aff09be73c9731b0d,1
35,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
35,1,0,7,0x2903269919f7086069c8c4df6c732838,1
35,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
35,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
35,0,1,0,0,1
35,0,1,1,1,1
36,1,0,0,0x3760a7f37cf96218f29ae43732e513ef,1
36,1,0,1,0xd2b6f552ea4b6895464b9300000000c8,1
36,1,0,2,0x975bd7157a8d363b309f1f444012b1a1,1
36,1,0,3,0xd23096593133e71b4ca8b059cff37eaf,1
36,1,0,4,0x7faa7a28b1c822baa241793f2abc930b,1
36,1,0,5,0xd4c69840fe090f2aacc46786bf919622,1
36,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
36,1,0,7,0x2903269919f7086069c8c4df6c732838,1
36,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
36,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
36,0,1,0,0,1
36,0,1,1,1,1
37,1,0,0,0x0da0a1d2851d33023834f2098c088009,1
37,1,0,1,0x6b4320bea836cd9cbb6ff6c800000000,1
37,1,0,2,0x5694a6f84b8f875c276afd2ebcfe4d61,1
37,1,0,3,0xde9ec90305afb1357b95b3e0da43885e,1
37,1,0,4,0x0dffad9ffd0b757d8051dec02ebdf70d,1
37,1,0,5,0x8ee2dc5c7870c0823b6ccc7c679cbaa4,1
37,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
37,1,0,7,0x2903269919f7086069c8c4df6c732838,1
37,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
37,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
37,0,1,0,0,1
37,0,1,1,1,1
38,1,0,0,0xffffffff293886d3086fd567aafd598f,1
38,1,0,1,0x0fe975f735887194a764a231e82d289a,1
38,1,0,2,0xa0c30e8026fdb2b4b4968a27d16a6d08,1
38,1,0,3,0xf7098f1a98d21620d7454ba9790f1ba6,1
38,1,0,4,0x5e470453a8a399f15baf463f9deceb53,1
38,1,0,5,0xacc5ca64459149688bd2760c65424339,1
38,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
38,1,0,7,0x2903269919f7086069c8c4df6c732838,1
38,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
38,1,0,9,0x6766b3d9685001558d1a974e7341513e,1
38,0,1,0,0,1
38,0,1,1,1,1
39,1,0,0,0x7bffffffff2376d1e3c03445a072e243,1
39,1,0,1,0x26acdc4ce127ec2e0e8d9ca99527e7b7,1
39,1,0,2,0x614ea84acf736527dd73602cd4bb4eea,1
39,1,0,3,0x1dfebebd5ad8aca52aa0228cf7b99a88,1
39,1,0,4,0x737cc85f5f2d2f60d1b8183f3ed490e4,1
39,1,0,5,0xde14368e96a9482c2a4dd193195c902f,1
39,1,0,6,0x2927b10512bae3eddcfe467828128bad,1
39,1,0,7,0x2903269919f7086069c8c4df6c732838,1
39,1,0,8,0xc7787964eaac00e5921fb1498a60f460,1
