ID,DATA_G1_MSM,RSLT_G1_MSM,INDEX,CT,IS_FIRST_INPUT,IS_SECOND_INPUT,CIRCUIT_SELECTOR_G1_MSM,CIRCUIT_SELECTOR_G1_MEMBERSHIP,LIMB
2,1,0,9,1,0,1,1,0,0x00000000000000000000000000000000
2,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
2,0,1,1,1,0,0,1,0,0x00000000000000000000000000000000
2,0,1,2,2,0,0,1,0,0x00000000000000000000000000000000
2,0,1,3,3,0,0,1,0,0x00000000000000000000000000000000
2,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
2,0,1,5,5,0,0,1,0,0x00000000000000000000000000000000
2,0,1,6,6,0,0,1,0,0x00000000000000000000000000000000
2,0,1,7,7,0,0,1,0,0x00000000000000000000000000000000
3,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
3,1,0,1,1,1,0,0,1,0x044f007be37a300aca541a6200bc813b
3,1,0,2,2,1,0,0,1,0x21d5053500c036336a5de9975cd940d0
3,1,0,3,3,1,0,0,1,0xf36969ba064a497c4a4ee188704b0aab
3,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
3,1,0,5,5,1,0,0,1,0x0b8ece1c0ffb8e90d05bcc0287ef6a39
3,1,0,6,6,1,0,0,1,0x4c5ff76335070739246c4ab2f3199f83
3,1,0,7,7,1,0,0,1,0x14b03af10411b979ee85861eb8740cb6
3,1,0,8,0,0,1,0,0,0x00000000000000000000000000000000
3,1,0,9,1,0,1,0,0,0x00000000000000000000000000000000
3,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
3,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
3,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
3,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
3,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
3,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
3,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
3,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
4,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
4,1,0,1,1,1,0,1,0,0x00000000000000000000000000000000
4,1,0,2,2,1,0,1,0,0x00000000000000000000000000000000
4,1,0,3,3,1,0,1,0,0x00000000000000000000000000000000
4,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
4,1,0,5,5,1,0,1,0,0x00000000000000000000000000000000
4,1,0,6,6,1,0,1,0,0x00000000000000000000000000000000
4,1,0,7,7,1,0,1,0,0x00000000000000000000000000000000
4,1,0,8,0,0,1,1,0,0x1ba620e1d33cf1ba3d3f2933682188f2
4,1,0,9,1,0,1,1,0,0xf2239fcff8a559e8642a618923f1eb07
4,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
4,0,1,1,1,0,0,1,0,0x00000000000000000000000000000000
4,0,1,2,2,0,0,1,0,0x00000000000000000000000000000000
4,0,1,3,3,0,0,1,0,0x00000000000000000000000000000000
4,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
4,0,1,5,5,0,0,1,0,0x00000000000000000000000000000000
4,0,1,6,6,0,0,1,0,0x00000000000000000000000000000000
4,0,1,7,7,0,0,1,0,0x00000000000000000000000000000000
5,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
5,1,0,1,1,1,0,0,1,0x12d69dea32f2b4e969292dc675ac3488
5,1,0,2,2,1,0,0,1,0x884106779d214fcfdf8e35b07fc0818b
5,1,0,3,3,1,0,0,1,0xf6d4ed9c7a327cecf970d36ac64e4125
5,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
5,1,0,5,5,1,0,0,1,0x19dd24d766c9a7dc9cfa17c9772b7477
5,1,0,6,6,1,0,0,1,0x9e313494ff1e5e1c9e5e8a9caaa63ca5
5,1,0,7,7,1,0,0,1,0xb7dfaa6d6eb21655baad5ce57387fd6e
5,1,0,8,0,0,1,0,0,0x5c7ee9098cc36b1e58831ac6c1d907fa
5,1,0,9,1,0,1,0,0,0x0d460fc998c667e739b502a63c20fe9e
5,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
5,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
5,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
5,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
5,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
5,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
5,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
5,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
6,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
6,1,0,1,1,1,0,1,0,0x09c2a7451c94799d3ac35416b1be9fdd
6,1,0,2,2,1,0,1,0,0x56a09e752716a478bc7e1441a4e02fd2
6,1,0,3,3,1,0,1,0,0x2693dc7ae36dd502c65adeabaf84b373
6,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
6,1,0,5,5,1,0,1,0,0x00d66ed360d76b96d066343b9442b42f
6,1,0,6,6,1,0,1,0,0xa25c6fa02593565a4739df7c47861cfa
6,1,0,7,7,1,0,1,0,0x49405a191e9e70e0d2c8d62d38c85d8a
6,1,0,8,0,0,1,1,0,0x04d4e66e65af9909ab03c472b02644c0
6,1,0,9,1,0,1,1,0,0x2996a48baaa98de558ca26735bbab3dd
6,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
6,0,1,1,1,0,0,1,0,0x10ba196deb382385f65f1cfdcb8ba629
6,0,1,2,2,0,0,1,0,0x47bca130c1e29659eb8f6b6ef8cd6359
6,0,1,3,3,0,0,1,0,0x2757544c1d29cb549f1b7089ed25bd1b
6,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
6,0,1,5,5,0,0,1,0,0x02f76cf320d3c3989fd6fce4c81372fc
6,0,1,6,6,0,0,1,0,0x39b314101c2c3fe7a24644ee6ab260d4
6,0,1,7,7,0,0,1,0,0xcab9c3d5311f50df959c5bb3f7b181aa
7,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
7,1,0,1,1,1,0,0,1,0x14af699da337e01f00a9f63412e3c9ca
7,1,0,2,2,1,0,0,1,0xe3f3425ef13e942df4e58e1687a6fe30
7,1,0,3,3,1,0,0,1,0xff52aa88bb832bc846ee723ddf4a14b1
7,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
7,1,0,5,5,1,0,0,1,0x0084d4bae51a72e85c1db1637ca6c340
7,1,0,6,6,1,0,0,1,0x91fa2770eee5df553aea7844032cb90e
7,1,0,7,7,1,0,0,1,0x472422dc84361a87b238fdf8299dd08a
7,1,0,8,0,0,1,0,0,0x0adb1d2fde255c60a714c3e3a2019ce0
7,1,0,9,1,0,1,0,0,0xaecfcf1810f4867e23a65dcb1ebea87e
7,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
7,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
7,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
7,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
7,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
7,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
7,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
7,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
8,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
8,1,0,1,1,1,0,1,0,0x00000000000000000000000000000000
8,1,0,2,2,1,0,1,0,0x00000000000000000000000000000000
8,1,0,3,3,1,0,1,0,0x00000000000000000000000000000000
8,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
8,1,0,5,5,1,0,1,0,0x00000000000000000000000000000000
8,1,0,6,6,1,0,1,0,0x00000000000000000000000000000000
8,1,0,7,7,1,0,1,0,0x00000000000000000000000000000000
8,1,0,8,0,0,1,1,0,0x79bb1e5f66dfaccb08b4f94df4ed4b20
8,1,0,9,1,0,1,1,0,0x67f0bc8cfdf660442c1ad55162aebc19
8,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
8,0,1,1,1,0,0,1,0,0x00000000000000000000000000000000
8,0,1,2,2,0,0,1,0,0x00000000000000000000000000000000
8,0,1,3,3,0,0,1,0,0x00000000000000000000000000000000
8,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
8,0,1,5,5,0,0,1,0,0x00000000000000000000000000000000
8,0,1,6,6,0,0,1,0,0x00000000000000000000000000000000
8,0,1,7,7,0,0,1,0,0x00000000000000000000000000000000
9,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
9,1,0,1,1,1,0,0,1,0x13eb351fa34e6ba67e4de4418bb934a2
9,1,0,2,2,1,0,0,1,0x7c8fb3ed9c631c0822c08c029102e42b
9,1,0,3,3,1,0,0,1,0xe31eb52eaeedd4bab571815b7556f4e2
9,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
9,1,0,5,5,1,0,0,1,0x03025262bdd4a9c3cfedfdda357c71fc
9,1,0,6,6,1,0,0,1,0x370309464924c4ab3b32db2c2154f5bc
9,1,0,7,7,1,0,0,1,0xe0d609eebfe7754f066bd507ca996cd9
9,1,0,8,0,0,1,0,0,0x79edda89dbef4fc58dee0607a745975f
9,1,0,9,1,0,1,0,0,0x762ec24c29cf9cab229d4c4cadc0155d
9,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
9,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
9,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
9,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
9,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
9,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
9,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
9,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
10,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
10,1,0,1,1,1,0,1,0,0x0e61c4eb974cd767d6d8ed9d42047355
10,1,0,2,2,1,0,1,0,0x427a97e0006b4092a8d929961682ab2a
10,1,0,3,3,1,0,1,0,0xf809d3269b73b1cff62b2ade5496afc5
10,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
10,1,0,5,5,1,0,1,0,0x1069036312ce54859c2960019fe32e51
10,1,0,6,6,1,0,1,0,0x45f4b14ec658584644f8978591724732
10,1,0,7,7,1,0,1,0,0xcb1e19399b31d152f1a201575ae91771
10,1,0,8,0,0,1,1,0,0x774d71971d2c1635eba14a09ea37f44f
10,1,0,9,1,0,1,1,0,0x4da2e0c8206621cd6aec5557cb36ec78
10,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
10,0,1,1,1,0,0,1,0,0x06d2bcb2ef922704f71cc6b1a6004fd9
10,0,1,2,2,0,0,1,0,0x312e580d600942cbbc3c40193bc50028
10,0,1,3,3,0,0,1,0,0x522fe0642c56a28096fd771405beade7
10,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
10,0,1,5,5,0,0,1,0,0x16ed44bb579ac54c6efe4ba6a9359426
10,0,1,6,6,0,0,1,0,0xc507121f064621d297f08410af2166d9
10,0,1,7,7,0,0,1,0,0x6a9af037011cb1a5d98fa5cdb4d6d9c3
11,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
11,1,0,1,1,1,0,0,1,0x1784cf78b26518527d6d12828d09bc0a
11,1,0,2,2,1,0,0,1,0x23a643ca0c4e6cbdcde101156cb597f2
11,1,0,3,3,1,0,0,1,0xc7ff3a2dcaf1304575c78e33c8df21c5
11,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
11,1,0,5,5,1,0,0,1,0x00cefe59b68fe403946b6e3ed5bcceb6
11,1,0,6,6,1,0,0,1,0x00d33be3a8cab95f0709e82d627589e2
11,1,0,7,7,1,0,0,1,0x3adfd88701df9861a12aeeb40cef2672
11,1,0,8,0,0,1,0,0,0x7f7ede469d262004240909d67f035867
11,1,0,9,1,0,1,0,0,0x2f8251bce517c327ec0377b47438fc03
11,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
11,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
11,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
11,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
11,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
11,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
11,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
11,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
12,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
12,1,0,1,1,1,0,1,0,0x00000000000000000000000000000000
12,1,0,2,2,1,0,1,0,0x00000000000000000000000000000000
12,1,0,3,3,1,0,1,0,0x00000000000000000000000000000000
12,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
12,1,0,5,5,1,0,1,0,0x00000000000000000000000000000000
12,1,0,6,6,1,0,1,0,0x00000000000000000000000000000000
12,1,0,7,7,1,0,1,0,0x00000000000000000000000000000000
12,1,0,8,0,0,1,1,0,0x00000000000000000000000000000000
12,1,0,9,1,0,1,1,0,0x00000000000000000000000000000000
12,1,0,10,0,1,0,1,0,0x00000000000000000000000000000000
12,1,0,11,1,1,0,1,0,0x00000000000000000000000000000000
12,1,0,12,2,1,0,1,0,0x00000000000000000000000000000000
12,1,0,13,3,1,0,1,0,0x00000000000000000000000000000000
12,1,0,14,4,1,0,1,0,0x00000000000000000000000000000000
12,1,0,15,5,1,0,1,0,0x00000000000000000000000000000000
12,1,0,16,6,1,0,1,0,0x00000000000000000000000000000000
12,1,0,17,7,1,0,1,0,0x00000000000000000000000000000000
12,1,0,18,0,0,1,1,0,0x00000000000000000000000000000000
12,1,0,19,1,0,1,1,0,0x00000000000000000000000000000000
12,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
12,0,1,1,1,0,0,1,0,0x00000000000000000000000000000000
12,0,1,2,2,0,0,1,0,0x00000000000000000000000000000000
12,0,1,3,3,0,0,1,0,0x00000000000000000000000000000000
12,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
12,0,1,5,5,0,0,1,0,0x00000000000000000000000000000000
12,0,1,6,6,0,0,1,0,0x00000000000000000000000000000000
12,0,1,7,7,0,0,1,0,0x00000000000000000000000000000000
13,1,0,0,0,1,0,0,0,0x00000000000000000000000000000000
13,1,0,1,1,1,0,0,0,0x00000000000000000000000000000000
13,1,0,2,2,1,0,0,0,0x00000000000000000000000000000000
13,1,0,3,3,1,0,0,0,0x00000000000000000000000000000000
13,1,0,4,4,1,0,0,0,0x00000000000000000000000000000000
13,1,0,5,5,1,0,0,0,0x00000000000000000000000000000000
13,1,0,6,6,1,0,0,0,0x00000000000000000000000000000000
13,1,0,7,7,1,0,0,0,0x00000000000000000000000000000000
13,1,0,8,0,0,1,0,0,0x00000000000000000000000000000000
13,1,0,9,1,0,1,0,0,0x00000000000000000000000000000000
13,1,0,10,0,1,0,0,1,0x00000000000000000000000000000000
13,1,0,11,1,1,0,0,1,0x070911756633b82d1aa9fa8e68e377ac
13,1,0,12,2,1,0,0,1,0x9ec95c512d4da437f74c5b23c7383196
13,1,0,13,3,1,0,0,1,0xd929c6fc70e11754599cbf715529e1ab
13,1,0,14,4,1,0,0,1,0x00000000000000000000000000000000
13,1,0,15,5,1,0,0,1,0x18e1835a421c8fcb04a0cf20185f514f
13,1,0,16,6,1,0,0,1,0xe2cd31799fad372dedf7b94ad13db39b
13,1,0,17,7,1,0,0,1,0x22a156c85838969d5a510d5f58a0fa04
13,1,0,18,0,0,1,0,0,0x00000000000000000000000000000000
13,1,0,19,1,0,1,0,0,0x00000000000000000000000000000000
13,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
13,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
13,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
13,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
13,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
13,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
13,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
13,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
14,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
14,1,0,1,1,1,0,1,0,0x00000000000000000000000000000000
14,1,0,2,2,1,0,1,0,0x00000000000000000000000000000000
14,1,0,3,3,1,0,1,0,0x00000000000000000000000000000000
14,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
14,1,0,5,5,1,0,1,0,0x00000000000000000000000000000000
14,1,0,6,6,1,0,1,0,0x00000000000000000000000000000000
14,1,0,7,7,1,0,1,0,0x00000000000000000000000000000000
14,1,0,8,0,0,1,1,0,0x00000000000000000000000000000000
14,1,0,9,1,0,1,1,0,0x00000000000000000000000000000000
14,1,0,10,0,1,0,1,0,0x00000000000000000000000000000000
14,1,0,11,1,1,0,1,0,0x119e3a8f4a6dbeb8802cbbebfe7fbb40
14,1,0,12,2,1,0,1,0,0xd99d6e824ff1dc8e8743025fb46a815f
14,1,0,13,3,1,0,1,0,0x72ceae260b00e4ac5e5e1cce23341322
14,1,0,14,4,1,0,1,0,0x00000000000000000000000000000000
14,1,0,15,5,1,0,1,0,0x02d470dc44017af568d95753fb5d57b6
14,1,0,16,6,1,0,1,0,0x61d14ead3ff42dc45484ec80fa187b9e
14,1,0,17,7,1,0,1,0,0xa49b9051ea0c15574004f7c5af70c8f4
14,1,0,18,0,0,1,1,0,0x00000000000000000000000000000000
14,1,0,19,1,0,1,1,0,0x00000000000000000000000000000000
14,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
14,0,1,1,1,0,0,1,0,0x00000000000000000000000000000000
14,0,1,2,2,0,0,1,0,0x00000000000000000000000000000000
14,0,1,3,3,0,0,1,0,0x00000000000000000000000000000000
14,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
14,0,1,5,5,0,0,1,0,0x00000000000000000000000000000000
14,0,1,6,6,0,0,1,0,0x00000000000000000000000000000000
14,0,1,7,7,0,0,1,0,0x00000000000000000000000000000000
15,1,0,0,0,1,0,0,0,0x00000000000000000000000000000000
15,1,0,1,1,1,0,0,0,0x00000000000000000000000000000000
15,1,0,2,2,1,0,0,0,0x00000000000000000000000000000000
15,1,0,3,3,1,0,0,0,0x00000000000000000000000000000000
15,1,0,4,4,1,0,0,0,0x00000000000000000000000000000000
15,1,0,5,5,1,0,0,0,0x00000000000000000000000000000000
15,1,0,6,6,1,0,0,0,0x00000000000000000000000000000000
15,1,0,7,7,1,0,0,0,0x00000000000000000000000000000000
15,1,0,8,0,0,1,0,0,0x00000000000000000000000000000000
15,1,0,9,1,0,1,0,0,0x00000000000000000000000000000000
15,1,0,10,0,1,0,0,1,0x00000000000000000000000000000000
15,1,0,11,1,1,0,0,1,0x151dc6a941584c44fc9b1ca9b15714ed
15,1,0,12,2,1,0,0,1,0x30e99a2ddd5ca076d7aa5af550eff672
15,1,0,13,3,1,0,0,1,0xd71183816df15a68082b22ca30a4ee32
15,1,0,14,4,1,0,0,1,0x00000000000000000000000000000000
15,1,0,15,5,1,0,0,1,0x02a9b93644e9aa5b101225a19090a023
15,1,0,16,6,1,0,0,1,0x3a5b9733484f2ae51ab3e3cf25061f88
15,1,0,17,7,1,0,0,1,0x0026743537eeb7907e80f57b86968988
15,1,0,18,0,0,1,0,0,0x00000000000000000000000000000000
15,1,0,19,1,0,1,0,0,0x00000000000000000000000000000000
15,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
15,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
15,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
15,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
15,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
15,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
15,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
15,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
16,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
16,1,0,1,1,1,0,1,0,0x00000000000000000000000000000000
16,1,0,2,2,1,0,1,0,0x00000000000000000000000000000000
16,1,0,3,3,1,0,1,0,0x00000000000000000000000000000000
16,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
16,1,0,5,5,1,0,1,0,0x00000000000000000000000000000000
16,1,0,6,6,1,0,1,0,0x00000000000000000000000000000000
16,1,0,7,7,1,0,1,0,0x00000000000000000000000000000000
16,1,0,8,0,0,1,1,0,0x00000000000000000000000000000000
16,1,0,9,1,0,1,1,0,0x00000000000000000000000000000000
16,1,0,10,0,1,0,1,0,0x00000000000000000000000000000000
16,1,0,11,1,1,0,1,0,0x00000000000000000000000000000000
16,1,0,12,2,1,0,1,0,0x00000000000000000000000000000000
16,1,0,13,3,1,0,1,0,0x00000000000000000000000000000000
16,1,0,14,4,1,0,1,0,0x00000000000000000000000000000000
16,1,0,15,5,1,0,1,0,0x00000000000000000000000000000000
16,1,0,16,6,1,0,1,0,0x00000000000000000000000000000000
16,1,0,17,7,1,0,1,0,0x00000000000000000000000000000000
16,1,0,18,0,0,1,1,0,0x051dadd8ad2cf2be620ef47fb781515c
16,1,0,19,1,0,1,1,0,0xbd87b421b4d8a779bba216a980506d31
16,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
16,0,1,1,1,0,0,1,0,0x00000000000000000000000000000000
16,0,1,2,2,0,0,1,0,0x00000000000000000000000000000000
16,0,1,3,3,0,0,1,0,0x00000000000000000000000000000000
16,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
16,0,1,5,5,0,0,1,0,0x00000000000000000000000000000000
16,0,1,6,6,0,0,1,0,0x00000000000000000000000000000000
16,0,1,7,7,0,0,1,0,0x00000000000000000000000000000000
17,1,0,0,0,1,0,0,0,0x00000000000000000000000000000000
17,1,0,1,1,1,0,0,0,0x00000000000000000000000000000000
17,1,0,2,2,1,0,0,0,0x00000000000000000000000000000000
17,1,0,3,3,1,0,0,0,0x00000000000000000000000000000000
17,1,0,4,4,1,0,0,0,0x00000000000000000000000000000000
17,1,0,5,5,1,0,0,0,0x00000000000000000000000000000000
17,1,0,6,6,1,0,0,0,0x00000000000000000000000000000000
17,1,0,7,7,1,0,0,0,0x00000000000000000000000000000000
17,1,0,8,0,0,1,0,0,0x00000000000000000000000000000000
17,1,0,9,1,0,1,0,0,0x00000000000000000000000000000000
17,1,0,10,0,1,0,0,1,0x00000000000000000000000000000000
17,1,0,11,1,1,0,0,1,0x02d3ce1f23db9581f5f67d1a45d4e1d8
17,1,0,12,2,1,0,0,1,0xe98bd12f7683160402bcf9b6e0699dfb
17,1,0,13,3,1,0,0,1,0xc1deda857b4c265b222efaef7e5e4b7f
17,1,0,14,4,1,0,0,1,0x00000000000000000000000000000000
17,1,0,15,5,1,0,0,1,0x16d95e66225ca3aecd8cf0f58240acc4
17,1,0,16,6,1,0,0,1,0xc2e0c5f6ed2d34b142a6459ed8960531
17,1,0,17,7,1,0,0,1,0x758c5f69a182d1a0f02d3a9bd7365678
17,1,0,18,0,0,1,0,0,0x0a5f84ba7ee7ef219f51740f047b2598
17,1,0,19,1,0,1,0,0,0x553daca4166e18577c8ab4bb7881fabc
17,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
17,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
17,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
17,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
17,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
17,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
17,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
17,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
18,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
18,1,0,1,1,1,0,1,0,0x00000000000000000000000000000000
18,1,0,2,2,1,0,1,0,0x00000000000000000000000000000000
18,1,0,3,3,1,0,1,0,0x00000000000000000000000000000000
18,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
18,1,0,5,5,1,0,1,0,0x00000000000000000000000000000000
18,1,0,6,6,1,0,1,0,0x00000000000000000000000000000000
18,1,0,7,7,1,0,1,0,0x00000000000000000000000000000000
18,1,0,8,0,0,1,1,0,0x00000000000000000000000000000000
18,1,0,9,1,0,1,1,0,0x00000000000000000000000000000000
18,1,0,10,0,1,0,1,0,0x00000000000000000000000000000000
