ID,DATA_G1_ADD,RSLT_G1_ADD,INDEX,CT,IS_FIRST_INPUT,IS_SECOND_INPUT,CIRCUIT_SELECTOR_G1_ADD,CIRCUIT_SELECTOR_C1_MEMBERSHIP,LIMB
1,0,1,5,5,0,0,1,0,0x0cc880f69ed360d4afe4bcee167ca0e1
1,0,1,6,6,0,0,1,0,0x0eac2bdb6b057c94f13f712b985b5d5e
1,0,1,7,7,0,0,1,0,0xcb1d70654d053e7b0fe80c06ab69825b
2,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
2,1,0,1,1,1,0,1,0,0x00000000000000000000000000000000
2,1,0,2,2,1,0,1,0,0x00000000000000000000000000000000
2,1,0,3,3,1,0,1,0,0x00000000000000000000000000000000
2,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
2,1,0,5,5,1,0,1,0,0x00000000000000000000000000000000
2,1,0,6,6,1,0,1,0,0x00000000000000000000000000000000
2,1,0,7,7,1,0,1,0,0x00000000000000000000000000000000
2,1,0,8,0,0,1,1,0,0x00000000000000000000000000000000
2,1,0,9,1,0,1,1,0,0x02c8021bb7657040f94642a8bec49466
2,1,0,10,2,0,1,1,0,0x56172a71ece5ac93bf05a69ea6b199cc
2,1,0,11,3,0,1,1,0,0xb627b773fcb4c43dc2f73cacb177ea83
2,1,0,12,4,0,1,1,0,0x00000000000000000000000000000000
2,1,0,13,5,0,1,1,0,0x03527cb20f9ef495fbc72b761812a668
2,1,0,14,6,0,1,1,0,0x2c91c8a39f68d8aa94b3b5d59353f260
2,1,0,15,7,0,1,1,0,0xda98177750a0982fc6a0e58330c43015
2,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
2,0,1,1,1,0,0,1,0,0x02c8021bb7657040f94642a8bec49466
2,0,1,2,2,0,0,1,0,0x56172a71ece5ac93bf05a69ea6b199cc
2,0,1,3,3,0,0,1,0,0xb627b773fcb4c43dc2f73cacb177ea83
2,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
2,0,1,5,5,0,0,1,0,0x03527cb20f9ef495fbc72b761812a668
2,0,1,6,6,0,0,1,0,0x2c91c8a39f68d8aa94b3b5d59353f260
2,0,1,7,7,0,0,1,0,0xda98177750a0982fc6a0e58330c43015
3,1,0,0,0,1,0,0,0,0x00000000000000000000000000000000
3,1,0,1,1,1,0,0,0,0x00000000000000000000000000000000
3,1,0,2,2,1,0,0,0,0x00000000000000000000000000000000
3,1,0,3,3,1,0,0,0,0x00000000000000000000000000000000
3,1,0,4,4,1,0,0,0,0x00000000000000000000000000000000
3,1,0,5,5,1,0,0,0,0x00000000000000000000000000000000
3,1,0,6,6,1,0,0,0,0x00000000000000000000000000000000
3,1,0,7,7,1,0,0,0,0x00000000000000000000000000000000
3,1,0,8,0,0,1,0,1,0x00000000000000000000000000000000
3,1,0,9,1,0,1,0,1,0x05ce8b75051e2240705071a8565286d3
3,1,0,10,2,0,1,0,1,0xf2cdbc13f958b89d98debf47c592a3e5
3,1,0,11,3,0,1,0,1,0x7c8d428fc3c599482545b08fbb391262
3,1,0,12,4,0,1,0,1,0x00000000000000000000000000000000
3,1,0,13,5,0,1,0,1,0x05aa76fa19eb440bad3e7afd26ce38c2
3,1,0,14,6,0,1,0,1,0xaaff979c73494e5c3b59717aec2c9ee4
3,1,0,15,7,0,1,0,1,0x18d8d5313bcbf985e515db30bfc6f404
3,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
3,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
3,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
3,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
3,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
3,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
3,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
3,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
4,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
4,1,0,1,1,1,0,1,0,0x0e9c33688a0faa9e7184d5cba263d1da
4,1,0,2,2,1,0,1,0,0xba09bb3d967feb297cdf5a68f4865d93
4,1,0,3,3,1,0,1,0,0x24fccfaeaca48f91d01d4c4a81fdfc96
4,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
4,1,0,5,5,1,0,1,0,0x09e4bb7e57444e5db628f6bc522fed92
4,1,0,6,6,1,0,1,0,0x67ff86e27c129237456949ef96cb01b9
4,1,0,7,7,1,0,1,0,0x65ddccd3fcdf50323c784be731c13781
4,1,0,8,0,0,1,1,0,0x00000000000000000000000000000000
4,1,0,9,1,0,1,1,0,0x00000000000000000000000000000000
4,1,0,10,2,0,1,1,0,0x00000000000000000000000000000000
4,1,0,11,3,0,1,1,0,0x00000000000000000000000000000000
4,1,0,12,4,0,1,1,0,0x00000000000000000000000000000000
4,1,0,13,5,0,1,1,0,0x00000000000000000000000000000000
4,1,0,14,6,0,1,1,0,0x00000000000000000000000000000000
4,1,0,15,7,0,1,1,0,0x00000000000000000000000000000000
4,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
4,0,1,1,1,0,0,1,0,0x0e9c33688a0faa9e7184d5cba263d1da
4,0,1,2,2,0,0,1,0,0xba09bb3d967feb297cdf5a68f4865d93
4,0,1,3,3,0,0,1,0,0x24fccfaeaca48f91d01d4c4a81fdfc96
4,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
4,0,1,5,5,0,0,1,0,0x09e4bb7e57444e5db628f6bc522fed92
4,0,1,6,6,0,0,1,0,0x67ff86e27c129237456949ef96cb01b9
4,0,1,7,7,0,0,1,0,0x65ddccd3fcdf50323c784be731c13781
5,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
5,1,0,1,1,1,0,1,0,0x0cd350154aef93901931e9d58655e84d
5,1,0,2,2,1,0,1,0,0x56226253bb85630f53a3e7ebac28f72a
5,1,0,3,3,1,0,1,0,0xd9dc280c8d8ebdb445dc50e17914b16b
5,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
5,1,0,5,5,1,0,1,0,0x10e032debc349424ea9d54adcbd5782e
5,1,0,6,6,1,0,1,0,0x0a57155c055d585e6629cdd9f244d1fa
5,1,0,7,7,1,0,1,0,0xb159fdab44ace338086e7cb7e370e2d8
5,1,0,8,0,0,1,1,0,0x00000000000000000000000000000000
5,1,0,9,1,0,1,1,0,0x1991410766e083cfc81f64a6cc92be4a
5,1,0,10,2,0,1,1,0,0x283702b0969daa0d66492e4acc211050
5,1,0,11,3,0,1,1,0,0x9d795c4f9368dffd627c2cc83a1edd87
5,1,0,12,4,0,1,1,0,0x00000000000000000000000000000000
5,1,0,13,5,0,1,1,0,0x070d9c0404534991c78e6a851ce35c5f
5,1,0,14,6,0,1,1,0,0xb60c4f5234cebd83e695a589f0c07c93
5,1,0,15,7,0,1,1,0,0xf95bd35568aa5171a3b28c04f8709b80
5,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
5,0,1,1,1,0,0,1,0,0x1384ba7d1becd42e1defad3190b7d645
5,0,1,2,2,0,0,1,0,0xb441232b8f2c03299bf80cf2fe9e054f
5,0,1,3,3,0,0,1,0,0x0642b2dab42a2e7c88912b472a68259c
5,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
5,0,1,5,5,0,0,1,0,0x03caedb7c2e6604535a250c4313bee6d
5,0,1,6,6,0,0,1,0,0xa24278f0a5a9d101538853d68a6cb63f
5,0,1,7,7,0,0,1,0,0x234bf0bda1e830b8a61c2debd3ef90cf
6,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
6,1,0,1,1,1,0,1,0,0x0afbf8535f2bb3dbac43ac9bb219fca3
6,1,0,2,2,1,0,1,0,0x929c5b35305e8f531ab748ba2fdeb9ef
6,1,0,3,3,1,0,1,0,0x6d6064f5789c45ceb515a9ad7fc30d18
6,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
6,1,0,5,5,1,0,1,0,0x051f35441703732cf38d9deb7e8002c2
6,1,0,6,6,1,0,1,0,0x8a032dd61220f69581307562f085ff3b
6,1,0,7,7,1,0,1,0,0xb9d46fa60921142d5543997dbaec7091
6,1,0,8,0,0,1,1,0,0x00000000000000000000000000000000
6,1,0,9,1,0,1,1,0,0x175d5adf0f8bc0c53bf22a32fea7be36
6,1,0,10,2,0,1,1,0,0xac12889d85057d6d7636347a684aabc0
6,1,0,11,3,0,1,1,0,0x7dd3d3cca220861a3cddc78ef0a57848
6,1,0,12,4,0,1,1,0,0x00000000000000000000000000000000
6,1,0,13,5,0,1,1,0,0x0945c6662811bc9a3778c44185acdaff
6,1,0,14,6,0,1,1,0,0xfb04cc994808b6c8029dfa8d26ba52f6
6,1,0,15,7,0,1,1,0,0x1d95c13723447703f41e32420fef8f4e
6,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
6,0,1,1,1,0,0,1,0,0x1277ec6bf71a5456f1b247517a69c93d
6,0,1,2,2,0,0,1,0,0x99aacfdb92e8e44cfd204cf1a23e03ad
6,0,1,3,3,0,0,1,0,0xbd5341fb73730008c02ebad61bc5556d
6,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
6,0,1,5,5,0,0,1,0,0x0c15ad2b82e1d02a8e3146dab9de84a7
6,0,1,6,6,0,0,1,0,0x5eca00aefc946ca0d52336140bc1e1ca
6,0,1,7,7,0,0,1,0,0x33799e2d6a2b689d922eb8bb2673be47
7,1,0,0,0,1,0,0,0,0x00000000000000000000000000000000
7,1,0,1,1,1,0,0,0,0x11803c1c9b0f66630cafdfd830052f46
7,1,0,2,2,1,0,0,0,0x1bdaa296916a5284bbecea36e49c7f29
7,1,0,3,3,1,0,0,0,0x16204d3cd6212a2f4a0b7497d345e10a
7,1,0,4,4,1,0,0,0,0x00000000000000000000000000000000
7,1,0,5,5,1,0,0,0,0x025ea40ee00bc79e21329d3edae23ea6
7,1,0,6,6,1,0,0,0,0xc8acf811e79436a6f88cb437af3c38a8
7,1,0,7,7,1,0,0,0,0x25036b5d51ab98c4c37571e76b5c22fe
7,1,0,8,0,0,1,0,1,0x00000000000000000000000000000000
7,1,0,9,1,0,1,0,1,0x1956e8bb0c764ecdb8fb04ef7c0713d7
7,1,0,10,2,0,1,0,1,0x16e7a65a01473e37b66133df40c971ba
7,1,0,11,3,0,1,0,1,0x86604470b63459937ece090f9fc3d73d
7,1,0,12,4,0,1,0,1,0x00000000000000000000000000000000
7,1,0,13,5,0,1,0,1,0x042a72c8eb500dc774b9c7eb43367862
7,1,0,14,6,0,1,0,1,0xfef3bbb0f6d2101518aecac4671a54d3
7,1,0,15,7,0,1,0,1,0xfeb5358ab5b30723adec9ed8bbcbb4d1
7,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
7,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
7,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
7,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
7,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
7,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
7,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
7,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
8,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
8,1,0,1,1,1,0,1,0,0x11b2b83b61c98ef9b8af747cbe5b9b19
8,1,0,2,2,1,0,1,0,0x6b5f2a8a1da93176d11a3c1e03333c84
8,1,0,3,3,1,0,1,0,0x02738f79603ad22ac62fd123913041df
8,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
8,1,0,5,5,1,0,1,0,0x03f8dc29d25a2e867c2b56f18534f05b
8,1,0,6,6,1,0,1,0,0x36870d8b908fcdf31844bb7ea0b80f7e
8,1,0,7,7,1,0,1,0,0x323f49197181ad72fc2851e40505093b
8,1,0,8,0,0,1,1,0,0x00000000000000000000000000000000
8,1,0,9,1,0,1,1,0,0x00000000000000000000000000000000
8,1,0,10,2,0,1,1,0,0x00000000000000000000000000000000
8,1,0,11,3,0,1,1,0,0x00000000000000000000000000000000
8,1,0,12,4,0,1,1,0,0x00000000000000000000000000000000
8,1,0,13,5,0,1,1,0,0x00000000000000000000000000000000
8,1,0,14,6,0,1,1,0,0x00000000000000000000000000000000
8,1,0,15,7,0,1,1,0,0x00000000000000000000000000000000
8,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
8,0,1,1,1,0,0,1,0,0x11b2b83b61c98ef9b8af747cbe5b9b19
8,0,1,2,2,0,0,1,0,0x6b5f2a8a1da93176d11a3c1e03333c84
8,0,1,3,3,0,0,1,0,0x02738f79603ad22ac62fd123913041df
8,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
8,0,1,5,5,0,0,1,0,0x03f8dc29d25a2e867c2b56f18534f05b
8,0,1,6,6,0,0,1,0,0x36870d8b908fcdf31844bb7ea0b80f7e
8,0,1,7,7,0,0,1,0,0x323f49197181ad72fc2851e40505093b
9,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
9,1,0,1,1,1,0,1,0,0x14b77354bd446ef51e3932f71d911f48
9,1,0,2,2,1,0,1,0,0x916f872cc602f0e78f155db33cd7572d
9,1,0,3,3,1,0,1,0,0xf18b18193275a1095fed00d9d78300ee
9,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
9,1,0,5,5,1,0,1,0,0x06fb319d76a3c0dafa3897b2e9504301
9,1,0,6,6,1,0,1,0,0x0ddbf507048274b56ac43f17b9f6e4b6
9,1,0,7,7,1,0,1,0,0xac92b086f944e056d09b9cd2d6b80889
9,1,0,8,0,0,1,1,0,0x00000000000000000000000000000000
9,1,0,9,1,0,1,1,0,0x09da0f6ba13dd5aa2dcb68e2c248539f
9,1,0,10,2,0,1,1,0,0xd3919ab14521a798e44a8f7b5e7e6f5c
9,1,0,11,3,0,1,1,0,0x2871c590a4e5068406052299da40b506
9,1,0,12,4,0,1,1,0,0x00000000000000000000000000000000
9,1,0,13,5,0,1,1,0,0x0e45d1782a1b0eae35d0cee5011a0f65
9,1,0,14,6,0,1,1,0,0x554f7e8f910883e41592da34bcb45d17
9,1,0,15,7,0,1,1,0,0x6bd11923ff49bca365ade4215ce7fb50
9,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
9,0,1,1,1,0,0,1,0,0x16123792cf8a6b9bc5bbeb11badefd3c
9,0,1,2,2,0,0,1,0,0x398c7c819ade5e5b1ee28a2850b27762
9,0,1,3,3,0,0,1,0,0x9d52afada98e77589bf4678f28cc5cea
9,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
9,0,1,5,5,0,0,1,0,0x132b38bfd1ca541ce4a01d519415c7d4
9,0,1,6,6,0,0,1,0,0x45155d3ed4b3a9c0f07455ea6fc1d054
9,0,1,7,7,0,0,1,0,0x8153c137c72462edb7ddaf275a1cc5e7
10,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
10,1,0,1,1,1,0,1,0,0x08ba10558e2c4abd53fc2efd04de3ecb
10,1,0,2,2,1,0,1,0,0xd13b6c989110c99e2683a0bce0eef829
10,1,0,3,3,1,0,1,0,0x834aa64b9073baa734f4b6765d955b44
10,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
10,1,0,5,5,1,0,1,0,0x116131e072434242e22219313b7d59c8
10,1,0,6,6,1,0,1,0,0xe75ed02490677a26e45007db52b5135d
10,1,0,7,7,1,0,1,0,0x4d65d9df8edbbc54f8e0094ae2b0d2c5
10,1,0,8,0,0,1,1,0,0x00000000000000000000000000000000
10,1,0,9,1,0,1,1,0,0x04f7869b4451c9868657697ea6f6b1bf
10,1,0,10,2,0,1,1,0,0x995e16aaa0c12d2c4018f914fa750acc
10,1,0,11,3,0,1,1,0,0xbeb8c2ad7d66b3e396f9249639eb9d52
10,1,0,12,4,0,1,1,0,0x00000000000000000000000000000000
10,1,0,13,5,0,1,1,0,0x16353acf5d8dc15c8776407612647967
10,1,0,14,6,0,1,1,0,0x952133f08693bd9d36118a60e1c8d746
10,1,0,15,7,0,1,1,0,0x3cfbcf0815b27d944089721032614056
10,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
10,0,1,1,1,0,0,1,0,0x14092da2f6bd813400da5a6065e31e3b
10,0,1,2,2,0,0,1,0,0x95c407bf961f51ec9a07ccd2093b1b0c
10,0,1,3,3,0,0,1,0,0x732b0e2232134341bfbcfbba485a2123
10,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
10,0,1,5,5,0,0,1,0,0x0c31d0110cc5c44d8105977830066a6f
10,0,1,6,6,0,0,1,0,0x56930e1327a4b3232cbae81cf596829d
10,0,1,7,7,0,0,1,0,0x0a68395c1d33274bca42273f1a846351
11,1,0,0,0,1,0,0,0,0x00000000000000000000000000000000
11,1,0,1,1,1,0,0,0,0x191c32a2e6662cf9c8643d4320a3cd41
11,1,0,2,2,1,0,0,0,0x2eb467341ca396938827a81aba706665
11,1,0,3,3,1,0,0,0,0xed628dfa19eeba68d3a86dc919f0608e
11,1,0,4,4,1,0,0,0,0x00000000000000000000000000000000
11,1,0,5,5,1,0,0,0,0x088d226a7faa3d74d85d6cf5681455ec
11,1,0,6,6,1,0,0,0,0x6022218aaca734c3eef28db9d726663b
11,1,0,7,7,1,0,0,0,0x6137741c707d91814999e1cbf84745f9
11,1,0,8,0,0,1,0,1,0x00000000000000000000000000000000
11,1,0,9,1,0,1,0,1,0x0601658bc3a77f097ff11583b81b1c8a
11,1,0,10,2,0,1,0,1,0x01fc66f56922925de6695d2b0aa798ad
11,1,0,11,3,0,1,0,1,0x51e177dcf0ce0579945a44c0024956cd
11,1,0,12,4,0,1,0,1,0x00000000000000000000000000000000
11,1,0,13,5,0,1,0,1,0x01654340afd58ee46a5f34a3debab589
11,1,0,14,6,0,1,0,1,0x82727840ddcf6b9d967aa1b40ba7f46e
11,1,0,15,7,0,1,0,1,0x575229335a1a07d36d9593cfa89700c6
11,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
11,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
11,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
11,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
11,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
11,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
11,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
11,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
12,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
12,1,0,1,1,1,0,0,1,0x139055a7200a4721a4f6bcc3a9b5c3fe
12,1,0,2,2,1,0,0,1,0x585129482396b304883183829d01e5f4
12,1,0,3,3,1,0,0,1,0x765ec4167e20391d4b5440bf238ded28
12,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
12,1,0,5,5,1,0,0,1,0x1581e8bd3b971523f043caf2b9542060
12,1,0,6,6,1,0,0,1,0x6c5562068ab7c87f36d03ad0276b71c9
12,1,0,7,7,1,0,0,1,0xc0043a732c68d228e20901dda311a9ad
12,1,0,8,0,0,1,0,0,0x00000000000000000000000000000000
12,1,0,9,1,0,1,0,0,0x00000000000000000000000000000000
12,1,0,10,2,0,1,0,0,0x00000000000000000000000000000000
12,1,0,11,3,0,1,0,0,0x00000000000000000000000000000000
12,1,0,12,4,0,1,0,0,0x00000000000000000000000000000000
12,1,0,13,5,0,1,0,0,0x00000000000000000000000000000000
12,1,0,14,6,0,1,0,0,0x00000000000000000000000000000000
12,1,0,15,7,0,1,0,0,0x00000000000000000000000000000000
12,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
12,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
12,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
12,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
12,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
12,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
12,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
12,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
13,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
13,1,0,1,1,1,0,0,1,0x16ba6f7050d626e3e90fd79182d0f1c1
13,1,0,2,2,1,0,0,1,0x6bb7465b720023586ea034d261826f39
13,1,0,3,3,1,0,0,1,0x52a975bda7eb2978d99f8fb4372c2e17
13,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
13,1,0,5,5,1,0,0,1,0x0c9094e2fefbc6377eca1aaa1f22261d
13,1,0,6,6,1,0,0,1,0x338087aab228dc9cb8b0840d120849f6
13,1,0,7,7,1,0,0,1,0xc77b5d51b74d0249e02e916aaf4ab95a
13,1,0,8,0,0,1,0,0,0x00000000000000000000000000000000
13,1,0,9,1,0,1,0,0,0x0c89cbad8cf1571ff6b50a503fc8a010
13,1,0,10,2,0,1,0,0,0x00e6caf36a99184852334564898ea029
13,1,0,11,3,0,1,0,0,0x1869ef74e9024f4568a3d4f1e78ad68e
13,1,0,12,4,0,1,0,0,0x00000000000000000000000000000000
13,1,0,13,5,0,1,0,0,0x0ac22dfd37ba5ad4d583c72c2e3e626e
13,1,0,14,6,0,1,0,0,0xc26806239d58893ec57b4831515619e7
13,1,0,15,7,0,1,0,0,0xd4ed13b79d033cf29b909dd525d57fd5
13,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
13,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
13,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
13,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
13,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
13,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
13,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
13,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
14,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
14,1,0,1,1,1,0,0,1,0x073c45b81b7ba4692396e15d4d34ce3f
14,1,0,2,2,1,0,0,1,0xdb47758e52de5e5bb7182bbdb390232a
14,1,0,3,3,1,0,0,1,0x321c455ec3ec272ef2f928409c832e2e
14,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
14,1,0,5,5,1,0,0,1,0x08d72bc79f5fd6f48e15afcb04b589b1
14,1,0,6,6,1,0,0,1,0xc4d248eff7dc4ad4957745b714f56170
14,1,0,7,7,1,0,0,1,0x00193fda7fc2128a10a4189d4d74f5e2
14,1,0,8,0,0,1,0,0,0x00000000000000000000000000000000
14,1,0,9,1,0,1,0,0,0x182cf4f595521f3b7f5c6990988d5fa9
14,1,0,10,2,0,1,0,0,0x9464dee8293ec8f65aa2f592d54d0aa0
14,1,0,11,3,0,1,0,0,0x8e2c57898f3c6ec2791799cb7de7da63
14,1,0,12,4,0,1,0,0,0x00000000000000000000000000000000
14,1,0,13,5,0,1,0,0,0x12d4fb7e48c91b562ca17d2cb20b27cb
14,1,0,14,6,0,1,0,0,0x04990e89dde71f243f36d232c6e3cef7
14,1,0,15,7,0,1,0,0,0x0f30865a8fdc945281a112fee52aaf50
14,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
14,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
14,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
14,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
14,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
14,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
14,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
14,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
15,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
15,1,0,1,1,1,0,0,1,0x06a0cdc0bfb5f5c99efeb25a16ac5259
15,1,0,2,2,1,0,0,1,0x4f79cf1fc829a0cc09c11d6ea49560d5
15,1,0,3,3,1,0,0,1,0xf6a998da8db3aa215cf8045e3fac0d33
15,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
15,1,0,5,5,1,0,0,1,0x190511adddd61fdc26d883b023c8cece
15,1,0,6,6,1,0,0,1,0x226805a30f49adf9f826cb980a89d018
15,1,0,7,7,1,0,0,1,0x398a69f0ac1743d9b3b4b9094b97f8ed
15,1,0,8,0,0,1,0,0,0x00000000000000000000000000000000
15,1,0,9,1,0,1,0,0,0x038796acaba91626a47706d2973410ba
15,1,0,10,2,0,1,0,0,0x64a3c94aee6dda39f67e62335dfd7107
15,1,0,11,3,0,1,0,0,0x3a12de2b82f0a78f5d96122fcb7ad116
