ID,DATA_PAIRING_CHECK,RSLT_PAIRING_CHECK,INDEX,CT,IS_FIRST_INPUT,IS_SECOND_INPUT,NONTRIVIAL_POP_BIT,CS_PAIRING_CHECK,CS_G1_MEMBERSHIP,CS_G2_MEMBERSHIP,SUCCESS_BIT,ACC_INPUTS,LIMB
3,1,0,8,0,0,1,0,0,0,1,0,1,0x00000000000000000000000000000000
3,1,0,9,1,0,1,0,0,0,1,0,1,0x030a232417521e552e4c49acd34f9828
3,1,0,10,2,0,1,0,0,0,1,0,1,0x7958369f2668c0b57409c11e302a24d0
3,1,0,11,3,0,1,0,0,0,1,0,1,0x06cf9af2ca3dc6fc9620675ff34b2173
3,1,0,12,4,0,1,0,0,0,1,0,1,0x00000000000000000000000000000000
3,1,0,13,5,0,1,0,0,0,1,0,1,0x03e2e23575a92e1cd94bc5692e9f08be
3,1,0,14,6,0,1,0,0,0,1,0,1,0x2d096fbbbee6aaf28f2fff455a0efb41
3,1,0,15,7,0,1,0,0,0,1,0,1,0x5235640f1be714e95e657e3416ee8559
3,1,0,16,8,0,1,0,0,0,1,0,1,0x00000000000000000000000000000000
3,1,0,17,9,0,1,0,0,0,1,0,1,0x013d921b26366f841745d7732077924b
3,1,0,18,10,0,1,0,0,0,1,0,1,0x5465653a2416d7cbe0ae6341c6666856
3,1,0,19,11,0,1,0,0,0,1,0,1,0x1d68d05ee1c4d14c5b61d653a10b1c4a
3,1,0,20,12,0,1,0,0,0,1,0,1,0x00000000000000000000000000000000
3,1,0,21,13,0,1,0,0,0,1,0,1,0x0eee7a43b9fe56bb5e70f48c643c2b04
3,1,0,22,14,0,1,0,0,0,1,0,1,0x0b9df6c230aaf005d0cf912b91293f16
3,1,0,23,15,0,1,0,0,0,1,0,1,0x512d804650278ecc16803c1f5426e534
3,0,1,0,0,0,0,0,0,0,0,0,1,0
3,0,1,1,1,0,0,0,0,0,0,0,1,0
4,1,0,0,0,1,0,0,0,1,0,1,1,0x00000000000000000000000000000000
4,1,0,1,1,1,0,0,0,1,0,1,1,0x06348b083935fc0a0b1bb20d00bab37d
4,1,0,2,2,1,0,0,0,1,0,1,1,0xbec40f681167e09f996b58f7f0400402
4,1,0,3,3,1,0,0,0,1,0,1,1,0x15c0a0654539538d14dd2a354325548a
4,1,0,4,4,1,0,0,0,1,0,1,1,0x00000000000000000000000000000000
4,1,0,5,5,1,0,0,0,1,0,1,1,0x087654f3be480941f819146228e09589
4,1,0,6,6,1,0,0,0,1,0,1,1,0x6bcabc5fd026affbb75368f0632a5082
4,1,0,7,7,1,0,0,0,1,0,1,1,0x1a3cc1aa469c173ae6c3ccafa7208bae
4,1,0,8,0,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,9,1,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,10,2,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,11,3,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,12,4,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,13,5,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,14,6,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,15,7,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,16,8,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,17,9,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,18,10,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,19,11,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,20,12,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,21,13,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,22,14,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,1,0,23,15,0,1,0,0,0,0,1,1,0x00000000000000000000000000000000
4,0,1,0,0,0,0,0,0,0,0,1,1,0
4,0,1,1,1,0,0,0,0,0,0,1,1,1
5,1,0,0,0,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
5,1,0,1,1,1,0,0,0,1,0,0,1,0x01a924156dc6df9d99cac10095294e33
5,1,0,2,2,1,0,0,0,1,0,0,1,0x17d5defc12e90fc9e68a6281ac7b27d4
5,1,0,3,3,1,0,0,0,1,0,0,1,0xf1908dc4ca4195863925052d93e85aa3
5,1,0,4,4,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
5,1,0,5,5,1,0,0,0,1,0,0,1,0x018fc4cf0322553c67df796bcc76cddd
5,1,0,6,6,1,0,0,0,1,0,0,1,0xec18044285c284e99323b55207a12c13
5,1,0,7,7,1,0,0,0,1,0,0,1,0x78b2b12c20ec76c18d85cafa52537bd1
5,1,0,8,0,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,9,1,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,10,2,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,11,3,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,12,4,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,13,5,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,14,6,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,15,7,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,16,8,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,17,9,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,18,10,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,19,11,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,20,12,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,21,13,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,22,14,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,1,0,23,15,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
5,0,1,0,0,0,0,0,0,0,0,0,1,0
5,0,1,1,1,0,0,0,0,0,0,0,1,0
6,1,0,0,0,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
6,1,0,1,1,1,0,0,0,1,0,0,1,0x0e161de56997173984201e6a0701a5a9
6,1,0,2,2,1,0,0,0,1,0,0,1,0x799396dedd549550e94cb47501c71d16
6,1,0,3,3,1,0,0,0,1,0,0,1,0xb3608f7dab4d3b60118de7bd7578a300
6,1,0,4,4,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
6,1,0,5,5,1,0,0,0,1,0,0,1,0x07f671be947fad0aa3faceb2deb5afa3
6,1,0,6,6,1,0,0,0,1,0,0,1,0x4dc1ca1805ef0ffbb46edaaad4df870e
6,1,0,7,7,1,0,0,0,1,0,0,1,0x335c8e9a5fd2033732b5bf54bbba9cfd
6,1,0,8,0,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,9,1,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,10,2,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,11,3,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,12,4,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,13,5,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,14,6,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,15,7,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,16,8,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,17,9,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,18,10,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,19,11,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,20,12,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,21,13,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,22,14,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,1,0,23,15,0,1,0,0,0,0,0,1,0x00000000000000000000000000000000
6,0,1,0,0,0,0,0,0,0,0,0,1,0
6,0,1,1,1,0,0,0,0,0,0,0,1,0
7,1,0,0,0,1,0,1,0,0,0,0,1,0x00000000000000000000000000000000
7,1,0,1,1,1,0,1,0,0,0,0,1,0x152dc9874a7961e2b992dde102d035a3
7,1,0,2,2,1,0,1,0,0,0,0,1,0xe994e5b6f1d20c64a3b4047b307c2caa
7,1,0,3,3,1,0,1,0,0,0,0,1,0x71653c6f8755b7d352c610d6583c9e46
7,1,0,4,4,1,0,1,0,0,0,0,1,0x00000000000000000000000000000000
7,1,0,5,5,1,0,1,0,0,0,0,1,0x04d060790c57fdf7393debf7777661ca
7,1,0,6,6,1,0,1,0,0,0,0,1,0x4601ae19dfd77bd0b62a439fd386ea09
7,1,0,7,7,1,0,1,0,0,0,0,1,0x1d22ef6774eb6eda93f9def00585c330
7,1,0,8,0,0,1,1,0,0,1,0,1,0x00000000000000000000000000000000
7,1,0,9,1,0,1,1,0,0,1,0,1,0x02285c524f02fb3c33a84f33b1601644
7,1,0,10,2,0,1,1,0,0,1,0,1,0xbdbf8b522475798473bf6e6acd28a26b
7,1,0,11,3,0,1,1,0,0,1,0,1,0x31b8f9cb8786c5a264e32dd46cacda2d
7,1,0,12,4,0,1,1,0,0,1,0,1,0x00000000000000000000000000000000
7,1,0,13,5,0,1,1,0,0,1,0,1,0x0b26179086b6a68f90d7f297f83f3970
7,1,0,14,6,0,1,1,0,0,1,0,1,0x022c89fe019795305812059f1a0e9e46
7,1,0,15,7,0,1,1,0,0,1,0,1,0xc06964e8ab9cb6a1a3b1ac26867754c4
7,1,0,16,8,0,1,1,0,0,1,0,1,0x00000000000000000000000000000000
7,1,0,17,9,0,1,1,0,0,1,0,1,0x0c9a82102d0a8b50b107c73f9de6816a
7,1,0,18,10,0,1,1,0,0,1,0,1,0x6672e720ff593342f47ce73252d3d7fc
7,1,0,19,11,0,1,1,0,0,1,0,1,0xf371467692dcdefb89f634d2037184dd
7,1,0,20,12,0,1,1,0,0,1,0,1,0x00000000000000000000000000000000
7,1,0,21,13,0,1,1,0,0,1,0,1,0x13cb2367843dc0980c40bb17cf5fd165
7,1,0,22,14,0,1,1,0,0,1,0,1,0xb550f26b3fed18cd4e1dc9571c9f15af
7,1,0,23,15,0,1,1,0,0,1,0,1,0x34f9fd679b2ff5bffce262411b5d1e5f
7,0,1,0,0,0,0,0,0,0,0,0,1,0
7,0,1,1,1,0,0,0,0,0,0,0,1,0
8,1,0,0,0,1,0,1,0,0,0,0,1,0x00000000000000000000000000000000
8,1,0,1,1,1,0,1,0,0,0,0,1,0x0e94dab852fa5a974109b6d0d8fa9b54
8,1,0,2,2,1,0,1,0,0,0,0,1,0x3256a1128561479d3e15bdbb1e88446f
8,1,0,3,3,1,0,1,0,0,0,0,1,0x5355251eff8cfb9fc35cf20083b3389e
8,1,0,4,4,1,0,1,0,0,0,0,1,0x00000000000000000000000000000000
8,1,0,5,5,1,0,1,0,0,0,0,1,0x14452dbcb982f6ec94a1115acbf2455f
8,1,0,6,6,1,0,1,0,0,0,0,1,0xe22bf811c5b51d05d5fedf50a69f3f9a
8,1,0,7,7,1,0,1,0,0,0,0,1,0x849ba637eaee152e45475bcb5f06187f
8,1,0,8,0,0,1,1,0,0,1,0,1,0x00000000000000000000000000000000
8,1,0,9,1,0,1,1,0,0,1,0,1,0x0e047c5bffb2f23ab2e6a43dfe5e7d57
8,1,0,10,2,0,1,1,0,0,1,0,1,0x38c0a793135dfc35e085ea5968a9d73f
8,1,0,11,3,0,1,1,0,0,1,0,1,0x5344bc7de392015b86f341bf90c8e59d
8,1,0,12,4,0,1,1,0,0,1,0,1,0x00000000000000000000000000000000
8,1,0,13,5,0,1,1,0,0,1,0,1,0x132d349615a50a4ad71da8c3214fd708
8,1,0,14,6,0,1,1,0,0,1,0,1,0x680ca8c49d4c82d053ef12a68c3aa459
8,1,0,15,7,0,1,1,0,0,1,0,1,0x6741f3dc0135f59da7593682cb154ae9
8,1,0,16,8,0,1,1,0,0,1,0,1,0x00000000000000000000000000000000
8,1,0,17,9,0,1,1,0,0,1,0,1,0x0eed9f83c0d4d8295f431753a21be21c
8,1,0,18,10,0,1,1,0,0,1,0,1,0xcba2b97fedc183620055aa793bb26041
8,1,0,19,11,0,1,1,0,0,1,0,1,0xddc5f4f99fbc0f791930704151d3bb2c
8,1,0,20,12,0,1,1,0,0,1,0,1,0x00000000000000000000000000000000
8,1,0,21,13,0,1,1,0,0,1,0,1,0x151b0c93440efaa8baa0e6645196669e
8,1,0,22,14,0,1,1,0,0,1,0,1,0xf8890b91ca26bbef0efa7bfcd465ad06
8,1,0,23,15,0,1,1,0,0,1,0,1,0x29a3075f0b0172959ebce02a1a226db9
8,0,1,0,0,0,0,0,0,0,0,0,1,0
8,0,1,1,1,0,0,0,0,0,0,0,1,0
9,1,0,0,0,1,0,1,0,1,0,0,1,0x00000000000000000000000000000000
9,1,0,1,1,1,0,1,0,1,0,0,1,0x047f6a69325e947e7c306059e18696a0
9,1,0,2,2,1,0,1,0,1,0,0,1,0xf461a592382a4e243bf2f107b2a08f40
9,1,0,3,3,1,0,1,0,1,0,0,1,0x8e5a66214d9a5481849db5a160694ae2
9,1,0,4,4,1,0,1,0,1,0,0,1,0x00000000000000000000000000000000
9,1,0,5,5,1,0,1,0,1,0,0,1,0x0ff7dd9c5a7af79b562e0f9438c0ae4a
9,1,0,6,6,1,0,1,0,1,0,0,1,0xd645b24b0926f5feb9c780a861910678
9,1,0,7,7,1,0,1,0,1,0,0,1,0xd405570261d300a3b15fa91a1688c8ab
9,1,0,8,0,0,1,1,0,0,0,0,1,0x00000000000000000000000000000000
9,1,0,9,1,0,1,1,0,0,0,0,1,0x09f038a623f580a953e589b74af6af05
9,1,0,10,2,0,1,1,0,0,0,0,1,0x0a854d2326cb7797cc8178965dbbee0e
9,1,0,11,3,0,1,1,0,0,0,0,1,0xd91aa1d4f38accdb4ca8c3d1d854d7b0
9,1,0,12,4,0,1,1,0,0,0,0,1,0x00000000000000000000000000000000
9,1,0,13,5,0,1,1,0,0,0,0,1,0x0032bf1932ad5f5eaebffaf12f4f75e2
9,1,0,14,6,0,1,1,0,0,0,0,1,0x869e88d7fe8771d8067988c5c5bacf1d
9,1,0,15,7,0,1,1,0,0,0,0,1,0x22c3ca2ee9108a4b83e1d2dd40c66742
9,1,0,16,8,0,1,1,0,0,0,0,1,0x00000000000000000000000000000000
9,1,0,17,9,0,1,1,0,0,0,0,1,0x0260b0d8b1b22b58e021f3634a2158c9
9,1,0,18,10,0,1,1,0,0,0,0,1,0x995d910601be1d074aaf8da14ff674db
9,1,0,19,11,0,1,1,0,0,0,0,1,0xab2ff4d2a59a1ca97b00b67ee7b0e982
9,1,0,20,12,0,1,1,0,0,0,0,1,0x00000000000000000000000000000000
9,1,0,21,13,0,1,1,0,0,0,0,1,0x123eac63e324074163cb6e8a1b88edfe
9,1,0,22,14,0,1,1,0,0,0,0,1,0x97a92561f9203fd2b8157a5a57a68cbc
9,1,0,23,15,0,1,1,0,0,0,0,1,0xb83de6d12e54385a765f15807dd40431
9,0,1,0,0,0,0,0,0,0,0,0,1,0
9,0,1,1,1,0,0,0,0,0,0,0,1,0
10,1,0,0,0,1,0,1,0,1,0,0,1,0x00000000000000000000000000000000
10,1,0,1,1,1,0,1,0,1,0,0,1,0x18b4e86ae5e0834f87c4b2c0621a8f73
10,1,0,2,2,1,0,1,0,1,0,0,1,0x9976cf7e31a456a06cee9e7826d1fc2e
10,1,0,3,3,1,0,1,0,1,0,0,1,0x21aa7c975ca1267fc158eb692c6ac105
10,1,0,4,4,1,0,1,0,1,0,0,1,0x00000000000000000000000000000000
10,1,0,5,5,1,0,1,0,1,0,0,1,0x13e793c8511747c0e381c7a4cf00349e
10,1,0,6,6,1,0,1,0,1,0,0,1,0x76f0a13d605c766c8036258833432d03
10,1,0,7,7,1,0,1,0,1,0,0,1,0xb3378c1a3affc9fb07fcc13e3570219a
10,1,0,8,0,0,1,1,0,0,0,0,1,0x00000000000000000000000000000000
10,1,0,9,1,0,1,1,0,0,0,0,1,0x020ab892e749d9b7fed4e7edf7627fe9
10,1,0,10,2,0,1,1,0,0,0,0,1,0xd3f2bb25716645afd82030abe3c245de
10,1,0,11,3,0,1,1,0,0,0,0,1,0x4cf1d4fd7c6ddc99d0059e192a73e780
10,1,0,12,4,0,1,1,0,0,0,0,1,0x00000000000000000000000000000000
10,1,0,13,5,0,1,1,0,0,0,0,1,0x18a8833220ff018265929a854d16bc4f
10,1,0,14,6,0,1,1,0,0,0,0,1,0x34399f35d5333e3d13edec769042d127
10,1,0,15,7,0,1,1,0,0,0,0,1,0xf43e86cb88efceffdac80fb81b0e41f3
10,1,0,16,8,0,1,1,0,0,0,0,1,0x00000000000000000000000000000000
10,1,0,17,9,0,1,1,0,0,0,0,1,0x148380bb510410cf998900f64c82b42e
10,1,0,18,10,0,1,1,0,0,0,0,1,0xc2c566e7cb91545f104a9aa6c0bbdc45
10,1,0,19,11,0,1,1,0,0,0,0,1,0x4e98c15bc59c201a9747c88a3b89a700
10,1,0,20,12,0,1,1,0,0,0,0,1,0x00000000000000000000000000000000
10,1,0,21,13,0,1,1,0,0,0,0,1,0x0ec4a4c2fc7b102734271249231f6d4f
10,1,0,22,14,0,1,1,0,0,0,0,1,0xfff5a5e25a3386eef405e1d2d66a0f3e
10,1,0,23,15,0,1,1,0,0,0,0,1,0x66b192ac7ec5c3bc2f62615a8f4bd83c
10,0,1,0,0,0,0,0,0,0,0,0,1,0
10,0,1,1,1,0,0,0,0,0,0,0,1,0
11,1,0,0,0,1,0,1,0,1,0,0,1,0x00000000000000000000000000000000
11,1,0,1,1,1,0,1,0,1,0,0,1,0x001863eb37ef9883027cf98ff027f99b
11,1,0,2,2,1,0,1,0,1,0,0,1,0xfad3d813ef312fe2f9337bca63e7315f
11,1,0,3,3,1,0,1,0,1,0,0,1,0xc184c55565370d1880704a8fdb59d53a
11,1,0,4,4,1,0,1,0,1,0,0,1,0x00000000000000000000000000000000
11,1,0,5,5,1,0,1,0,1,0,0,1,0x06513c243363f3ceb1ac594bd660d4aa
11,1,0,6,6,1,0,1,0,1,0,0,1,0x31a32080a3ff7005663f9948642ebaf7
11,1,0,7,7,1,0,1,0,1,0,0,1,0x1abcc20ab6945057e28093a289267b0b
11,1,0,8,0,0,1,1,0,0,0,0,1,0x00000000000000000000000000000000
11,1,0,9,1,0,1,1,0,0,0,0,1,0x17011a95e345563802714091c83dc918
11,1,0,10,2,0,1,1,0,0,0,0,1,0xd02604acc3c2249d568f99cefacc40ae
11,1,0,11,3,0,1,1,0,0,0,0,1,0x2e27f6c5c4ad9f7a53dae58ef220af79
11,1,0,12,4,0,1,1,0,0,0,0,1,0x00000000000000000000000000000000
11,1,0,13,5,0,1,1,0,0,0,0,1,0x006ea954b84dda04747a2389228b3272
11,1,0,14,6,0,1,1,0,0,0,0,1,0xf87cca7ccdcddf8ceaf40dd77207c01d
11,1,0,15,7,0,1,1,0,0,0,0,1,0x8714a9cbfdf78156714947b269d4f618
11,1,0,16,8,0,1,1,0,0,0,0,1,0x00000000000000000000000000000000
11,1,0,17,9,0,1,1,0,0,0,0,1,0x19008f19f94cfded472e7aa7a83895e2
11,1,0,18,10,0,1,1,0,0,0,0,1,0x03a1a192a06018e374a7c4330b75a152
11,1,0,19,11,0,1,1,0,0,0,0,1,0x4926ef832de371d1a3df129261229954
11,1,0,20,12,0,1,1,0,0,0,0,1,0x00000000000000000000000000000000
11,1,0,21,13,0,1,1,0,0,0,0,1,0x17f03863211944180522ff3f2f0b6567
11,1,0,22,14,0,1,1,0,0,0,0,1,0x96a305e330ad9407193e6de9ab707d7d
11,1,0,23,15,0,1,1,0,0,0,0,1,0x1304e6a97ed37a26d6e3cf08f81dc4e8
11,0,1,0,0,0,0,0,0,0,0,0,1,0
11,0,1,1,1,0,0,0,0,0,0,0,1,0
12,1,0,0,0,1,0,1,0,1,0,0,1,0x00000000000000000000000000000000
12,1,0,1,1,1,0,1,0,1,0,0,1,0x0eb849d20079eff7b148f67182e713aa
