ID,DATA_G2_MSM,RSLT_G2_MSM,INDEX,CT,IS_FIRST_INPUT,IS_SECOND_INPUT,CIRCUIT_SELECTOR_G2_MSM,CIRCUIT_SELECTOR_G2_MEMBERSHIP,LIMB
1,1,0,11,11,1,0,0,1,0x8cb7b13ff532f1ae6669989d227bca2f
1,1,0,12,12,1,0,0,1,0x00000000000000000000000000000000
1,1,0,13,13,1,0,0,1,0x1957a64edad6da1c3f6238c5baf11282
1,1,0,14,14,1,0,0,1,0x8870c8fa92f0b39bc738d8f4515e174e
1,1,0,15,15,1,0,0,1,0xf97ca4e31898c86d66bb5e9e1062dac1
1,1,0,16,0,0,1,0,0,0x00000000000000000000000000000000
1,1,0,17,1,0,1,0,0,0x00000000000000000000000000000000
1,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
1,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
1,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
1,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
1,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
1,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
1,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
1,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
1,0,1,8,8,0,0,0,0,0x00000000000000000000000000000000
1,0,1,9,9,0,0,0,0,0x00000000000000000000000000000000
1,0,1,10,10,0,0,0,0,0x00000000000000000000000000000000
1,0,1,11,11,0,0,0,0,0x00000000000000000000000000000000
1,0,1,12,12,0,0,0,0,0x00000000000000000000000000000000
1,0,1,13,13,0,0,0,0,0x00000000000000000000000000000000
1,0,1,14,14,0,0,0,0,0x00000000000000000000000000000000
1,0,1,15,15,0,0,0,0,0x00000000000000000000000000000000
2,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
2,1,0,1,1,1,0,1,0,0x11b8891a1700e1fa1898d4e697e9d5d1
2,1,0,2,2,1,0,1,0,0xfddf4e2b55c43de64cfceae3610ffd8b
2,1,0,3,3,1,0,1,0,0xd09bc9a506c3f9a596c57009db072f78
2,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
2,1,0,5,5,1,0,1,0,0x1486e7a688ac5d921ecbe6930d319aa0
2,1,0,6,6,1,0,1,0,0x643a78712e29ac9d15359675ec625364
2,1,0,7,7,1,0,1,0,0xa6ce370f0b92fab4cca64c3764b9bd23
2,1,0,8,8,1,0,1,0,0x00000000000000000000000000000000
2,1,0,9,9,1,0,1,0,0x0630edd8c1253a494ca7d6838f8871cb
2,1,0,10,10,1,0,1,0,0xbc04a597622ab8e05cda468cea2dd1f6
2,1,0,11,11,1,0,1,0,0x94d3dc55901be1b8733a482ed1d87eac
2,1,0,12,12,1,0,1,0,0x00000000000000000000000000000000
2,1,0,13,13,1,0,1,0,0x0be6c25cc45a96e93b504b244d4fdfed
2,1,0,14,14,1,0,1,0,0x2ecb86c9ebfe95b8aa35620bad517f4f
2,1,0,15,15,1,0,1,0,0x7f136b65a1907a1afee720de5760fdc2
2,1,0,16,0,0,1,1,0,0x00000000000000000000000000000000
2,1,0,17,1,0,1,1,0,0x00000000000000000000000000000000
2,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
2,0,1,1,1,0,0,1,0,0x00000000000000000000000000000000
2,0,1,2,2,0,0,1,0,0x00000000000000000000000000000000
2,0,1,3,3,0,0,1,0,0x00000000000000000000000000000000
2,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
2,0,1,5,5,0,0,1,0,0x00000000000000000000000000000000
2,0,1,6,6,0,0,1,0,0x00000000000000000000000000000000
2,0,1,7,7,0,0,1,0,0x00000000000000000000000000000000
2,0,1,8,8,0,0,1,0,0x00000000000000000000000000000000
2,0,1,9,9,0,0,1,0,0x00000000000000000000000000000000
2,0,1,10,10,0,0,1,0,0x00000000000000000000000000000000
2,0,1,11,11,0,0,1,0,0x00000000000000000000000000000000
2,0,1,12,12,0,0,1,0,0x00000000000000000000000000000000
2,0,1,13,13,0,0,1,0,0x00000000000000000000000000000000
2,0,1,14,14,0,0,1,0,0x00000000000000000000000000000000
2,0,1,15,15,0,0,1,0,0x00000000000000000000000000000000
3,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
3,1,0,1,1,1,0,0,1,0x18c4c8319e5b7a06069236b7846c7e8b
3,1,0,2,2,1,0,0,1,0x2a9a1a4f93698d6a5704f8987922f30c
3,1,0,3,3,1,0,0,1,0x6a08c916b6133439da40f190d031aef2
3,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
3,1,0,5,5,1,0,0,1,0x0a9fc13850d1c96390175bdb00ce4148
3,1,0,6,6,1,0,0,1,0xcfc8540d848345b19a8d39fdd3d285d4
3,1,0,7,7,1,0,0,1,0x787d56ea11e146ddb836fce7556ec284
3,1,0,8,8,1,0,0,1,0x00000000000000000000000000000000
3,1,0,9,9,1,0,0,1,0x141c12b97f1d601923ef89b672852047
3,1,0,10,10,1,0,0,1,0x7f5eef1431ccf567437a025de2670482
3,1,0,11,11,1,0,0,1,0x42cc03d2bca2e8180ad60be51c93ce8d
3,1,0,12,12,1,0,0,1,0x00000000000000000000000000000000
3,1,0,13,13,1,0,0,1,0x0b40012cc27bafb52fb3d5222a4dc249
3,1,0,14,14,1,0,0,1,0x61b0396c320b877a7d37d659da69892c
3,1,0,15,15,1,0,0,1,0xcdd614118f2a87590beadc89e241432d
3,1,0,16,0,0,1,0,0,0x00000000000000000000000000000000
3,1,0,17,1,0,1,0,0,0x00000000000000000000000000000000
3,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
3,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
3,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
3,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
3,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
3,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
3,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
3,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
3,0,1,8,8,0,0,0,0,0x00000000000000000000000000000000
3,0,1,9,9,0,0,0,0,0x00000000000000000000000000000000
3,0,1,10,10,0,0,0,0,0x00000000000000000000000000000000
3,0,1,11,11,0,0,0,0,0x00000000000000000000000000000000
3,0,1,12,12,0,0,0,0,0x00000000000000000000000000000000
3,0,1,13,13,0,0,0,0,0x00000000000000000000000000000000
3,0,1,14,14,0,0,0,0,0x00000000000000000000000000000000
3,0,1,15,15,0,0,0,0,0x00000000000000000000000000000000
4,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
4,1,0,1,1,1,0,1,0,0x00000000000000000000000000000000
4,1,0,2,2,1,0,1,0,0x00000000000000000000000000000000
4,1,0,3,3,1,0,1,0,0x00000000000000000000000000000000
4,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
4,1,0,5,5,1,0,1,0,0x00000000000000000000000000000000
4,1,0,6,6,1,0,1,0,0x00000000000000000000000000000000
4,1,0,7,7,1,0,1,0,0x00000000000000000000000000000000
4,1,0,8,8,1,0,1,0,0x00000000000000000000000000000000
4,1,0,9,9,1,0,1,0,0x00000000000000000000000000000000
4,1,0,10,10,1,0,1,0,0x00000000000000000000000000000000
4,1,0,11,11,1,0,1,0,0x00000000000000000000000000000000
4,1,0,12,12,1,0,1,0,0x00000000000000000000000000000000
4,1,0,13,13,1,0,1,0,0x00000000000000000000000000000000
4,1,0,14,14,1,0,1,0,0x00000000000000000000000000000000
4,1,0,15,15,1,0,1,0,0x00000000000000000000000000000000
4,1,0,16,0,0,1,1,0,0x50ce73fc1a80f8d5e8e58535223a6380
4,1,0,17,1,0,1,1,0,0xfbadfffc73b41e89519939a5661d968f
4,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
4,0,1,1,1,0,0,1,0,0x00000000000000000000000000000000
4,0,1,2,2,0,0,1,0,0x00000000000000000000000000000000
4,0,1,3,3,0,0,1,0,0x00000000000000000000000000000000
4,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
4,0,1,5,5,0,0,1,0,0x00000000000000000000000000000000
4,0,1,6,6,0,0,1,0,0x00000000000000000000000000000000
4,0,1,7,7,0,0,1,0,0x00000000000000000000000000000000
4,0,1,8,8,0,0,1,0,0x00000000000000000000000000000000
4,0,1,9,9,0,0,1,0,0x00000000000000000000000000000000
4,0,1,10,10,0,0,1,0,0x00000000000000000000000000000000
4,0,1,11,11,0,0,1,0,0x00000000000000000000000000000000
4,0,1,12,12,0,0,1,0,0x00000000000000000000000000000000
4,0,1,13,13,0,0,1,0,0x00000000000000000000000000000000
4,0,1,14,14,0,0,1,0,0x00000000000000000000000000000000
4,0,1,15,15,0,0,1,0,0x00000000000000000000000000000000
5,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
5,1,0,1,1,1,0,0,1,0x157b7dc3d720817fb0c067c909851a7d
5,1,0,2,2,1,0,0,1,0xa1360dc4161ba2ef526f01a000647545
5,1,0,3,3,1,0,0,1,0xef1d35b4c5a94e1d9b5a3a7d070b0e97
5,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
5,1,0,5,5,1,0,0,1,0x1001c00a7adcabf418adb6b705256e94
5,1,0,6,6,1,0,0,1,0x4aeb285ee7e204803af4dd369eac4f38
5,1,0,7,7,1,0,0,1,0x350732774b7ca77526f3b470d610b8dd
5,1,0,8,8,1,0,0,1,0x00000000000000000000000000000000
5,1,0,9,9,1,0,0,1,0x11b65f7acb5d951e7229d04da8b3db86
5,1,0,10,10,1,0,0,1,0x819b0020a05fb0deb873445caa75331f
5,1,0,11,11,1,0,0,1,0x539d29beab49acebbb836f98ba5946ed
5,1,0,12,12,1,0,0,1,0x00000000000000000000000000000000
5,1,0,13,13,1,0,0,1,0x195e19b536a43d4f2dc536125ea6f69a
5,1,0,14,14,1,0,0,1,0x6d45500bf9abe3125d1fe7baf121d2c0
5,1,0,15,15,1,0,0,1,0x6b935fbe5f370adfe672dd34be2c764b
5,1,0,16,0,0,1,0,0,0x517d5c9702aae56f9398ebbc4f3a5f0c
5,1,0,17,1,0,1,0,0,0x81639d99a8855ed38036ecbd53b20cf2
5,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
5,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
5,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
5,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
5,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
5,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
5,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
5,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
5,0,1,8,8,0,0,0,0,0x00000000000000000000000000000000
5,0,1,9,9,0,0,0,0,0x00000000000000000000000000000000
5,0,1,10,10,0,0,0,0,0x00000000000000000000000000000000
5,0,1,11,11,0,0,0,0,0x00000000000000000000000000000000
5,0,1,12,12,0,0,0,0,0x00000000000000000000000000000000
5,0,1,13,13,0,0,0,0,0x00000000000000000000000000000000
5,0,1,14,14,0,0,0,0,0x00000000000000000000000000000000
5,0,1,15,15,0,0,0,0,0x00000000000000000000000000000000
6,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
6,1,0,1,1,1,0,1,0,0x10e9b744c638f263ed6176826f684d66
6,1,0,2,2,1,0,1,0,0x498b51d2f95896e65a9e564575e93774
6,1,0,3,3,1,0,1,0,0xb190bc01e930f35704064da2107aec20
6,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
6,1,0,5,5,1,0,1,0,0x12f199abde8c4bc75b0c6e526c14d4fa
6,1,0,6,6,1,0,1,0,0x8ca33c5bee49195ff8ad7c0424d4b11f
6,1,0,7,7,1,0,1,0,0xf491bcbb668f364f35c134c871d086cc
6,1,0,8,8,1,0,1,0,0x00000000000000000000000000000000
6,1,0,9,9,1,0,1,0,0x041081d1aa2dd5dfb5f1404936c37a94
6,1,0,10,10,1,0,1,0,0xbf79e734a1a76c284916ae680b5d3ca2
6,1,0,11,11,1,0,1,0,0xcbe52f849411f8f0cbb07f05a2658f0d
6,1,0,12,12,1,0,1,0,0x00000000000000000000000000000000
6,1,0,13,13,1,0,1,0,0x171d1fdd7c9417429faaf01138eb8b6a
6,1,0,14,14,1,0,1,0,0x435684280b67978c4fdcdfe97015d97c
6,1,0,15,15,1,0,1,0,0x35bc920bef23297749e308cacb4777d4
6,1,0,16,0,0,1,1,0,0x0b6702d913c4c035c3499e1e28e81edc
6,1,0,17,1,0,1,1,0,0x35c693a722f19effa1168b922209c1b9
6,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
6,0,1,1,1,0,0,1,0,0x05bb2d7b6062d43b83dc3eddb3f96dae
6,0,1,2,2,0,0,1,0,0x257f80b048c654b61b9cb6bfe1f5b07d
6,0,1,3,3,0,0,1,0,0x7a33c14c405e6481fdf0bc72145232c0
6,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
6,0,1,5,5,0,0,1,0,0x1226980a83b965e24ff5f9e5df305b6d
6,0,1,6,6,0,0,1,0,0xfff1b01bec1292552ba1be3cbf663211
6,0,1,7,7,0,0,1,0,0x675635058a11a50c395d0b3b5f12741d
6,0,1,8,8,0,0,1,0,0x00000000000000000000000000000000
6,0,1,9,9,0,0,1,0,0x13e373af6525700d995f8f7335ed3cc4
6,0,1,10,10,0,0,1,0,0x6ae71a96a204634f014d891aecb95066
6,0,1,11,11,0,0,1,0,0x72d1df6a0d7eb4ce7199e8f9c0169e80
6,0,1,12,12,0,0,1,0,0x00000000000000000000000000000000
6,0,1,13,13,0,0,1,0,0x1782cf9e8117d548eed1ce110e686963
6,0,1,14,14,0,0,1,0,0xa98fc50b38d3058d2008e6090489e87c
6,0,1,15,15,0,0,1,0,0x60b84e63e36595048f7e01109fbb7dd5
7,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
7,1,0,1,1,1,0,0,1,0x0c5ccb0555a07ef51484316ad87c6c3e
7,1,0,2,2,1,0,0,1,0x20c731279c4083f83fca785f9f8336ba
7,1,0,3,3,1,0,0,1,0xd75f4fde61ec58eb8a80d20c519bf3aa
7,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
7,1,0,5,5,1,0,0,1,0x02f7e68afba22a31a95e4b890c8660ce
7,1,0,6,6,1,0,0,1,0xa438e8edeeda3361ea2926931f09d322
7,1,0,7,7,1,0,0,1,0x3dd74db9e2e8780e534afbfff2aa70b4
7,1,0,8,8,1,0,0,1,0x00000000000000000000000000000000
7,1,0,9,9,1,0,0,1,0x07eee2cd27ab8777699e8d525f112cee
7,1,0,10,10,1,0,0,1,0x1312370ea3b2618d80388d1d655018c7
7,1,0,11,11,1,0,0,1,0x22eea6188b3c6472f2495ca3308e9c98
7,1,0,12,12,1,0,0,1,0x00000000000000000000000000000000
7,1,0,13,13,1,0,0,1,0x1527176c022cb04a140104cf6354cd59
7,1,0,14,14,1,0,0,1,0x645eb0e4748a02e0203b70df4b6c97fa
7,1,0,15,15,1,0,0,1,0x3b01a7f3a281b44749aff25cc4a3859e
7,1,0,16,0,0,1,0,0,0x18bd923241fcc5947a0c8815cb2d898f
7,1,0,17,1,0,1,0,0,0x0cde4d8f6198e93c31fbb411570e267a
7,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
7,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
7,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
7,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
7,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
7,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
7,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
7,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
7,0,1,8,8,0,0,0,0,0x00000000000000000000000000000000
7,0,1,9,9,0,0,0,0,0x00000000000000000000000000000000
7,0,1,10,10,0,0,0,0,0x00000000000000000000000000000000
7,0,1,11,11,0,0,0,0,0x00000000000000000000000000000000
7,0,1,12,12,0,0,0,0,0x00000000000000000000000000000000
7,0,1,13,13,0,0,0,0,0x00000000000000000000000000000000
7,0,1,14,14,0,0,0,0,0x00000000000000000000000000000000
7,0,1,15,15,0,0,0,0,0x00000000000000000000000000000000
8,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
8,1,0,1,1,1,0,1,0,0x00000000000000000000000000000000
8,1,0,2,2,1,0,1,0,0x00000000000000000000000000000000
8,1,0,3,3,1,0,1,0,0x00000000000000000000000000000000
8,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
8,1,0,5,5,1,0,1,0,0x00000000000000000000000000000000
8,1,0,6,6,1,0,1,0,0x00000000000000000000000000000000
8,1,0,7,7,1,0,1,0,0x00000000000000000000000000000000
8,1,0,8,8,1,0,1,0,0x00000000000000000000000000000000
8,1,0,9,9,1,0,1,0,0x00000000000000000000000000000000
8,1,0,10,10,1,0,1,0,0x00000000000000000000000000000000
8,1,0,11,11,1,0,1,0,0x00000000000000000000000000000000
8,1,0,12,12,1,0,1,0,0x00000000000000000000000000000000
8,1,0,13,13,1,0,1,0,0x00000000000000000000000000000000
8,1,0,14,14,1,0,1,0,0x00000000000000000000000000000000
8,1,0,15,15,1,0,1,0,0x00000000000000000000000000000000
8,1,0,16,0,0,1,1,0,0x7b337ed926d11c07b0d9db997a9e5474
8,1,0,17,1,0,1,1,0,0x3a1ae166f346c91fd099d6317ee87178
8,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
8,0,1,1,1,0,0,1,0,0x00000000000000000000000000000000
8,0,1,2,2,0,0,1,0,0x00000000000000000000000000000000
8,0,1,3,3,0,0,1,0,0x00000000000000000000000000000000
8,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
8,0,1,5,5,0,0,1,0,0x00000000000000000000000000000000
8,0,1,6,6,0,0,1,0,0x00000000000000000000000000000000
8,0,1,7,7,0,0,1,0,0x00000000000000000000000000000000
8,0,1,8,8,0,0,1,0,0x00000000000000000000000000000000
8,0,1,9,9,0,0,1,0,0x00000000000000000000000000000000
8,0,1,10,10,0,0,1,0,0x00000000000000000000000000000000
8,0,1,11,11,0,0,1,0,0x00000000000000000000000000000000
8,0,1,12,12,0,0,1,0,0x00000000000000000000000000000000
8,0,1,13,13,0,0,1,0,0x00000000000000000000000000000000
8,0,1,14,14,0,0,1,0,0x00000000000000000000000000000000
8,0,1,15,15,0,0,1,0,0x00000000000000000000000000000000
9,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
9,1,0,1,1,1,0,0,1,0x097dfd6c885a61d40dec2a33b78d8978
9,1,0,2,2,1,0,0,1,0xb9d2ad5bf10c8531dd88136d2ce82dc3
9,1,0,3,3,1,0,0,1,0x661de2ad3357ab39a84bf1e1978c1fc6
9,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
9,1,0,5,5,1,0,0,1,0x0c6098c84cdf5c739601a5bd535badf1
9,1,0,6,6,1,0,0,1,0xae0e077ccd811f3391ac05af5b98ab14
9,1,0,7,7,1,0,0,1,0x96e765a8b3ec0706f684b03a8a56f66b
9,1,0,8,8,1,0,0,1,0x00000000000000000000000000000000
9,1,0,9,9,1,0,0,1,0x160d121b9386827c7192872d6c13db70
9,1,0,10,10,1,0,0,1,0xc20e2e88180b093a9e2191935c3a4b39
9,1,0,11,11,1,0,0,1,0x7f343b5a49d6065291f74fc828d3cbac
9,1,0,12,12,1,0,0,1,0x00000000000000000000000000000000
9,1,0,13,13,1,0,0,1,0x113bb7a138707baf69f57be04403a58d
9,1,0,14,14,1,0,0,1,0x8f01a88de274fc7669b62a541bfa7eea
9,1,0,15,15,1,0,0,1,0x2d56d2f25bf8645685a8c77a5ba1e2ca
9,1,0,16,0,0,1,0,0,0x77f41e6f45d0273023eb96fea8736cfb
9,1,0,17,1,0,1,0,0,0x3f154c272652f22286492ceea8768f40
9,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
9,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
9,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
9,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
9,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
9,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
9,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
9,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
9,0,1,8,8,0,0,0,0,0x00000000000000000000000000000000
9,0,1,9,9,0,0,0,0,0x00000000000000000000000000000000
9,0,1,10,10,0,0,0,0,0x00000000000000000000000000000000
9,0,1,11,11,0,0,0,0,0x00000000000000000000000000000000
9,0,1,12,12,0,0,0,0,0x00000000000000000000000000000000
9,0,1,13,13,0,0,0,0,0x00000000000000000000000000000000
9,0,1,14,14,0,0,0,0,0x00000000000000000000000000000000
9,0,1,15,15,0,0,0,0,0x00000000000000000000000000000000
10,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
10,1,0,1,1,1,0,1,0,0x0215c636ecebf1895128451ff537d5a7
10,1,0,2,2,1,0,1,0,0x5b9c2352ab9d90b2a51d043823f3fac7
10,1,0,3,3,1,0,1,0,0x5ea2e834744e2ef9c4ba616ab01cd1cb
10,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
10,1,0,5,5,1,0,1,0,0x169f5bc157b6d42ff4ac5e94dc88ffbd
10,1,0,6,6,1,0,1,0,0x4c208040f6de7f6c733a5bcf0cb898b7
10,1,0,7,7,1,0,1,0,0x67e32b074381d251c08675ec1f9d0039
10,1,0,8,8,1,0,1,0,0x00000000000000000000000000000000
10,1,0,9,9,1,0,1,0,0x177d9a237722a64c228c4add5ea91bc6
10,1,0,10,10,1,0,1,0,0x27d0375a515ee9e94f683a37bb9ae55f
10,1,0,11,11,1,0,1,0,0x435d0742cf491e8d255234e200672ad6
10,1,0,12,12,1,0,1,0,0x00000000000000000000000000000000
10,1,0,13,13,1,0,1,0,0x0a4a6a23ccb05ed9af5491ca602466ee
10,1,0,14,14,1,0,1,0,0xbb22223800545c73460d1d0e14dbf699
10,1,0,15,15,1,0,1,0,0x67dd3c4a0bd5800f143974c3d005c2a5
10,1,0,16,0,0,1,1,0,0x794a17bb84ceb23895ee639b2ade0d29
10,1,0,17,1,0,1,1,0,0xb59781dad15fa48527315a18f8728c39
10,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
10,0,1,1,1,0,0,1,0,0x153f36d6b40a29baee8c36fab3ae0688
10,0,1,2,2,0,0,1,0,0xc7e5c7b6099e3c1fd53b09d6dc9d6ef3
10,0,1,3,3,0,0,1,0,0x49f771d08bafd7123ec19f9ef4319a0b
10,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
10,0,1,5,5,0,0,1,0,0x0cc705347f87108ed4d60afb4f6fe9f3
10,0,1,6,6,0,0,1,0,0x397da2f6d8538d13a9bab98bc9966be9
10,0,1,7,7,0,0,1,0,0x14798f14cab324922fd5914ebf07c48b
10,0,1,8,8,0,0,1,0,0x00000000000000000000000000000000
10,0,1,9,9,0,0,1,0,0x1947cc9829a013120d32eb2876aa2e02
10,0,1,10,10,0,0,1,0,0x9020053bb0503fd6076f8477bbef21d6
10,0,1,11,11,0,0,1,0,0x2c89ae16be04055cb2c147f788902115
10,0,1,12,12,0,0,1,0,0x00000000000000000000000000000000
10,0,1,13,13,0,0,1,0,0x12cecefb9fd69d450dd1bd1ed0c594f0
10,0,1,14,14,0,0,1,0,0x2d36618d3dedf1fc1548915479d84b69
10,0,1,15,15,0,0,1,0,0x3d9827b563361fc8e201e1bf7f4bd41a
11,1,0,0,0,1,0,0,1,0x00000000000000000000000000000000
11,1,0,1,1,1,0,0,1,0x0f486f239d86eb7e93f60e96528d8457
11,1,0,2,2,1,0,0,1,0x51315c64589f6146d2e4eea7c1c27985
11,1,0,3,3,1,0,0,1,0x232ea2d04f94c6f08713654d9a057843
11,1,0,4,4,1,0,0,1,0x00000000000000000000000000000000
11,1,0,5,5,1,0,0,1,0x055128da87290fa47ee530bcff145f97
11,1,0,6,6,1,0,0,1,0xebf9e92b45014069082443072569ec31
11,1,0,7,7,1,0,0,1,0x9174419a27ee0b1fd4627bf1bbcc9d5d
11,1,0,8,8,1,0,0,1,0x00000000000000000000000000000000
11,1,0,9,9,1,0,0,1,0x067e1adb7076080c99952ab9c7d6064a
11,1,0,10,10,1,0,0,1,0xeb7bc57c2cd2c3d4dafb4b9a0c743561
