ID,DATA_G2_ADD,RSLT_G2_ADD,INDEX,CT,IS_FIRST_INPUT,IS_SECOND_INPUT,CIRCUIT_SELECTOR_G2_ADD,CIRCUIT_SELECTOR_MEMBERSHIP,LIMB
1,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
1,1,0,1,1,1,0,1,0,0x00000000000000000000000000000000
1,1,0,2,2,1,0,1,0,0x00000000000000000000000000000000
1,1,0,3,3,1,0,1,0,0x00000000000000000000000000000000
1,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
1,1,0,5,5,1,0,1,0,0x00000000000000000000000000000000
1,1,0,6,6,1,0,1,0,0x00000000000000000000000000000000
1,1,0,7,7,1,0,1,0,0x00000000000000000000000000000000
1,1,0,8,8,1,0,1,0,0x00000000000000000000000000000000
1,1,0,9,9,1,0,1,0,0x00000000000000000000000000000000
1,1,0,10,10,1,0,1,0,0x00000000000000000000000000000000
1,1,0,11,11,1,0,1,0,0x00000000000000000000000000000000
1,1,0,12,12,1,0,1,0,0x00000000000000000000000000000000
1,1,0,13,13,1,0,1,0,0x00000000000000000000000000000000
1,1,0,14,14,1,0,1,0,0x00000000000000000000000000000000
1,1,0,15,15,1,0,1,0,0x00000000000000000000000000000000
1,1,0,16,0,0,1,1,0,0x00000000000000000000000000000000
1,1,0,17,1,0,1,1,0,0x07d062e7f7e067ecbdbf67df1a398bf2
1,1,0,18,2,0,1,1,0,0xe900a5da3d36785dfc018a6580206e89
1,1,0,19,3,0,1,1,0,0xd0c937dc5623dcb77c8537248091e143
1,1,0,20,4,0,1,1,0,0x00000000000000000000000000000000
1,1,0,21,5,0,1,1,0,0x00510404793ff0e063a89ff2e0103964
1,1,0,22,6,0,1,1,0,0x69fb5e52eb986b3ceaef1bde05c75ef0
1,1,0,23,7,0,1,1,0,0x5b643650117adae0c7724b15651f383c
1,1,0,24,8,0,1,1,0,0x00000000000000000000000000000000
1,1,0,25,9,0,1,1,0,0x0e184290c5a12e59681a0644d0f219ee
1,1,0,26,10,0,1,1,0,0x2af37efdce98f8e29a41ca2257a8b6ea
1,1,0,27,11,0,1,1,0,0x191fb4b820976ca6dfac2034158aa230
1,1,0,28,12,0,1,1,0,0x00000000000000000000000000000000
1,1,0,29,13,0,1,1,0,0x1923383356770bae63731ef2643c8290
1,1,0,30,14,0,1,1,0,0x7364ede207fa64afc2a4c80de1ff30c9
1,1,0,31,15,0,1,1,0,0x22f2aaf6a3c5ca5f85702da29f2add2c
1,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
1,0,1,1,1,0,0,1,0,0x07d062e7f7e067ecbdbf67df1a398bf2
1,0,1,2,2,0,0,1,0,0xe900a5da3d36785dfc018a6580206e89
1,0,1,3,3,0,0,1,0,0xd0c937dc5623dcb77c8537248091e143
1,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
1,0,1,5,5,0,0,1,0,0x00510404793ff0e063a89ff2e0103964
1,0,1,6,6,0,0,1,0,0x69fb5e52eb986b3ceaef1bde05c75ef0
1,0,1,7,7,0,0,1,0,0x5b643650117adae0c7724b15651f383c
1,0,1,8,8,0,0,1,0,0x00000000000000000000000000000000
1,0,1,9,9,0,0,1,0,0x0e184290c5a12e59681a0644d0f219ee
1,0,1,10,10,0,0,1,0,0x2af37efdce98f8e29a41ca2257a8b6ea
1,0,1,11,11,0,0,1,0,0x191fb4b820976ca6dfac2034158aa230
1,0,1,12,12,0,0,1,0,0x00000000000000000000000000000000
1,0,1,13,13,0,0,1,0,0x1923383356770bae63731ef2643c8290
1,0,1,14,14,0,0,1,0,0x7364ede207fa64afc2a4c80de1ff30c9
1,0,1,15,15,0,0,1,0,0x22f2aaf6a3c5ca5f85702da29f2add2c
2,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
2,1,0,1,1,1,0,1,0,0x00000000000000000000000000000000
2,1,0,2,2,1,0,1,0,0x00000000000000000000000000000000
2,1,0,3,3,1,0,1,0,0x00000000000000000000000000000000
2,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
2,1,0,5,5,1,0,1,0,0x00000000000000000000000000000000
2,1,0,6,6,1,0,1,0,0x00000000000000000000000000000000
2,1,0,7,7,1,0,1,0,0x00000000000000000000000000000000
2,1,0,8,8,1,0,1,0,0x00000000000000000000000000000000
2,1,0,9,9,1,0,1,0,0x00000000000000000000000000000000
2,1,0,10,10,1,0,1,0,0x00000000000000000000000000000000
2,1,0,11,11,1,0,1,0,0x00000000000000000000000000000000
2,1,0,12,12,1,0,1,0,0x00000000000000000000000000000000
2,1,0,13,13,1,0,1,0,0x00000000000000000000000000000000
2,1,0,14,14,1,0,1,0,0x00000000000000000000000000000000
2,1,0,15,15,1,0,1,0,0x00000000000000000000000000000000
2,1,0,16,0,0,1,1,0,0x00000000000000000000000000000000
2,1,0,17,1,0,1,1,0,0x0473e44a638c14f25ea3bcfc0cb96a11
2,1,0,18,2,0,1,1,0,0xf506187ee2f29055008ead77da08fa55
2,1,0,19,3,0,1,1,0,0x412a21a55e6246e85129b3e411b6dc62
2,1,0,20,4,0,1,1,0,0x00000000000000000000000000000000
2,1,0,21,5,0,1,1,0,0x058ee1f8e2942184ec24506644724710
2,1,0,22,6,0,1,1,0,0x789a59cb53a1c4813ae303676de8da76
2,1,0,23,7,0,1,1,0,0xe58b23cc5ce0fba8eb5adb7fec85ae17
2,1,0,24,8,0,1,1,0,0x00000000000000000000000000000000
2,1,0,25,9,0,1,1,0,0x0932fb903d341123d6c610d031da81b3
2,1,0,26,10,0,1,1,0,0x5a1195a72531bdc9a96bc6bcaf4d03cf
2,1,0,27,11,0,1,1,0,0x9abe56ed40d2c14ce26d6223ef8cbf3d
2,1,0,28,12,0,1,1,0,0x00000000000000000000000000000000
2,1,0,29,13,0,1,1,0,0x055a844e092400732ca9d88f66c9faf1
2,1,0,30,14,0,1,1,0,0x1fbec62dcb915fe085241e1f6059dbc0
2,1,0,31,15,0,1,1,0,0xace4fa582b3c217a9f52745c35a4e1f0
2,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
2,0,1,1,1,0,0,1,0,0x0473e44a638c14f25ea3bcfc0cb96a11
2,0,1,2,2,0,0,1,0,0xf506187ee2f29055008ead77da08fa55
2,0,1,3,3,0,0,1,0,0x412a21a55e6246e85129b3e411b6dc62
2,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
2,0,1,5,5,0,0,1,0,0x058ee1f8e2942184ec24506644724710
2,0,1,6,6,0,0,1,0,0x789a59cb53a1c4813ae303676de8da76
2,0,1,7,7,0,0,1,0,0xe58b23cc5ce0fba8eb5adb7fec85ae17
2,0,1,8,8,0,0,1,0,0x00000000000000000000000000000000
2,0,1,9,9,0,0,1,0,0x0932fb903d341123d6c610d031da81b3
2,0,1,10,10,0,0,1,0,0x5a1195a72531bdc9a96bc6bcaf4d03cf
2,0,1,11,11,0,0,1,0,0x9abe56ed40d2c14ce26d6223ef8cbf3d
2,0,1,12,12,0,0,1,0,0x00000000000000000000000000000000
2,0,1,13,13,0,0,1,0,0x055a844e092400732ca9d88f66c9faf1
2,0,1,14,14,0,0,1,0,0x1fbec62dcb915fe085241e1f6059dbc0
2,0,1,15,15,0,0,1,0,0xace4fa582b3c217a9f52745c35a4e1f0
3,1,0,0,0,1,0,0,0,0x00000000000000000000000000000000
3,1,0,1,1,1,0,0,0,0x00000000000000000000000000000000
3,1,0,2,2,1,0,0,0,0x00000000000000000000000000000000
3,1,0,3,3,1,0,0,0,0x00000000000000000000000000000000
3,1,0,4,4,1,0,0,0,0x00000000000000000000000000000000
3,1,0,5,5,1,0,0,0,0x00000000000000000000000000000000
3,1,0,6,6,1,0,0,0,0x00000000000000000000000000000000
3,1,0,7,7,1,0,0,0,0x00000000000000000000000000000000
3,1,0,8,8,1,0,0,0,0x00000000000000000000000000000000
3,1,0,9,9,1,0,0,0,0x00000000000000000000000000000000
3,1,0,10,10,1,0,0,0,0x00000000000000000000000000000000
3,1,0,11,11,1,0,0,0,0x00000000000000000000000000000000
3,1,0,12,12,1,0,0,0,0x00000000000000000000000000000000
3,1,0,13,13,1,0,0,0,0x00000000000000000000000000000000
3,1,0,14,14,1,0,0,0,0x00000000000000000000000000000000
3,1,0,15,15,1,0,0,0,0x00000000000000000000000000000000
3,1,0,16,0,0,1,0,1,0x00000000000000000000000000000000
3,1,0,17,1,0,1,0,1,0x0a63953b0c6fb51c51fe971f763e7975
3,1,0,18,2,0,1,0,1,0x832245dfd8db89db7825f57ef5f19ec7
3,1,0,19,3,0,1,0,1,0x1ff2af193e3112983b19e5379f0814b9
3,1,0,20,4,0,1,0,1,0x00000000000000000000000000000000
3,1,0,21,5,0,1,0,1,0x00e8a05f149b4cb37e3b7ed0769baa55
3,1,0,22,6,0,1,0,1,0xc619df1cfaad1fae3be5482802e33c1d
3,1,0,23,7,0,1,0,1,0x93b8b918eb4f37c4c38bf3b9651ae93b
3,1,0,24,8,0,1,0,1,0x00000000000000000000000000000000
3,1,0,25,9,0,1,0,1,0x058601e6b9d5fe6720f35793f2629381
3,1,0,26,10,0,1,0,1,0x7dc7bc0af33cb5a1d7444bab3addb04f
3,1,0,27,11,0,1,0,1,0x7677a500885eaa148442ec255d88f870
3,1,0,28,12,0,1,0,1,0x00000000000000000000000000000000
3,1,0,29,13,0,1,0,1,0x1968a1e2316dc5a72df60e6a04e72081
3,1,0,30,14,0,1,0,1,0xbc54ee290002661b42e24e426d471ca6
3,1,0,31,15,0,1,0,1,0x171f2a54d541cca7f29609ac9da79f77
3,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
3,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
3,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
3,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
3,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
3,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
3,0,1,6,6,0,0,0,0,0x00000000000000000000000000000000
3,0,1,7,7,0,0,0,0,0x00000000000000000000000000000000
3,0,1,8,8,0,0,0,0,0x00000000000000000000000000000000
3,0,1,9,9,0,0,0,0,0x00000000000000000000000000000000
3,0,1,10,10,0,0,0,0,0x00000000000000000000000000000000
3,0,1,11,11,0,0,0,0,0x00000000000000000000000000000000
3,0,1,12,12,0,0,0,0,0x00000000000000000000000000000000
3,0,1,13,13,0,0,0,0,0x00000000000000000000000000000000
3,0,1,14,14,0,0,0,0,0x00000000000000000000000000000000
3,0,1,15,15,0,0,0,0,0x00000000000000000000000000000000
4,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
4,1,0,1,1,1,0,1,0,0x02b727d08684477a1eb20cd656a03f79
4,1,0,2,2,1,0,1,0,0xf6abdcf86ab5c5fb92ebe53288912c21
4,1,0,3,3,1,0,1,0,0x010afaf82d53fefc2b350f44cdc802e9
4,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
4,1,0,5,5,1,0,1,0,0x101b78ac2a764d354816cb4934c8746d
4,1,0,6,6,1,0,1,0,0x031c3208967bfd981bc9ccbdfc9862ef
4,1,0,7,7,1,0,1,0,0x3dc041a39aeeba06ff4435ead989311f
4,1,0,8,8,1,0,1,0,0x00000000000000000000000000000000
4,1,0,9,9,1,0,1,0,0x149ce78caa2aa5e99f436953d47e3d2c
4,1,0,10,10,1,0,1,0,0x00fdd232faf82d7a7cdd1969b5fc555a
4,1,0,11,11,1,0,1,0,0x50a78049525fd9b27e4b48410ac99bcd
4,1,0,12,12,1,0,1,0,0x00000000000000000000000000000000
4,1,0,13,13,1,0,1,0,0x187942d0f030d07047004d6a1346ceb6
4,1,0,14,14,1,0,1,0,0xa58bad3d2b3ea4ec13bcc6970f3f6fb0
4,1,0,15,15,1,0,1,0,0xdc36cbce44f0cc4e9cf380d823bf9909
4,1,0,16,0,0,1,1,0,0x00000000000000000000000000000000
4,1,0,17,1,0,1,1,0,0x00000000000000000000000000000000
4,1,0,18,2,0,1,1,0,0x00000000000000000000000000000000
4,1,0,19,3,0,1,1,0,0x00000000000000000000000000000000
4,1,0,20,4,0,1,1,0,0x00000000000000000000000000000000
4,1,0,21,5,0,1,1,0,0x00000000000000000000000000000000
4,1,0,22,6,0,1,1,0,0x00000000000000000000000000000000
4,1,0,23,7,0,1,1,0,0x00000000000000000000000000000000
4,1,0,24,8,0,1,1,0,0x00000000000000000000000000000000
4,1,0,25,9,0,1,1,0,0x00000000000000000000000000000000
4,1,0,26,10,0,1,1,0,0x00000000000000000000000000000000
4,1,0,27,11,0,1,1,0,0x00000000000000000000000000000000
4,1,0,28,12,0,1,1,0,0x00000000000000000000000000000000
4,1,0,29,13,0,1,1,0,0x00000000000000000000000000000000
4,1,0,30,14,0,1,1,0,0x00000000000000000000000000000000
4,1,0,31,15,0,1,1,0,0x00000000000000000000000000000000
4,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
4,0,1,1,1,0,0,1,0,0x02b727d08684477a1eb20cd656a03f79
4,0,1,2,2,0,0,1,0,0xf6abdcf86ab5c5fb92ebe53288912c21
4,0,1,3,3,0,0,1,0,0x010afaf82d53fefc2b350f44cdc802e9
4,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
4,0,1,5,5,0,0,1,0,0x101b78ac2a764d354816cb4934c8746d
4,0,1,6,6,0,0,1,0,0x031c3208967bfd981bc9ccbdfc9862ef
4,0,1,7,7,0,0,1,0,0x3dc041a39aeeba06ff4435ead989311f
4,0,1,8,8,0,0,1,0,0x00000000000000000000000000000000
4,0,1,9,9,0,0,1,0,0x149ce78caa2aa5e99f436953d47e3d2c
4,0,1,10,10,0,0,1,0,0x00fdd232faf82d7a7cdd1969b5fc555a
4,0,1,11,11,0,0,1,0,0x50a78049525fd9b27e4b48410ac99bcd
4,0,1,12,12,0,0,1,0,0x00000000000000000000000000000000
4,0,1,13,13,0,0,1,0,0x187942d0f030d07047004d6a1346ceb6
4,0,1,14,14,0,0,1,0,0xa58bad3d2b3ea4ec13bcc6970f3f6fb0
4,0,1,15,15,0,0,1,0,0xdc36cbce44f0cc4e9cf380d823bf9909
5,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
5,1,0,1,1,1,0,1,0,0x058279d96e83431ec77ae0cb4dfe7b6c
5,1,0,2,2,1,0,1,0,0x0b313aa057bf89fd4110e03dbe713688
5,1,0,3,3,1,0,1,0,0x7ca96b4fc2f0035aa3ccc8458702bc8b
5,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
5,1,0,5,5,1,0,1,0,0x0eb21743acbf23e62c26d2d4eb8fa68c
5,1,0,6,6,1,0,1,0,0x4a0ab689dea3eba1b8f6d8765bbae857
5,1,0,7,7,1,0,1,0,0x94a58083b54e2f77616fff87a26f65d0
5,1,0,8,8,1,0,1,0,0x00000000000000000000000000000000
5,1,0,9,9,1,0,1,0,0x157fe4a951632b6c24527051b38f12b0
5,1,0,10,10,1,0,1,0,0x5a4126972e17dc5eeec55e0fd4d2db22
5,1,0,11,11,1,0,1,0,0x1143770be56616edc47617bdd1637a9a
5,1,0,12,12,1,0,1,0,0x00000000000000000000000000000000
5,1,0,13,13,1,0,1,0,0x19711ef6b01c32031c277f79dd779c57
5,1,0,14,14,1,0,1,0,0x1fa426e0ff54a78b90b7f719fa914964
5,1,0,15,15,1,0,1,0,0xf852111fb38efbe5e66ee011cbd235f4
5,1,0,16,0,0,1,1,0,0x00000000000000000000000000000000
5,1,0,17,1,0,1,1,0,0x07a26877e9efadf68051cb63743bc544
5,1,0,18,2,0,1,1,0,0x541049bef7611829ff1e38f602f3e70f
5,1,0,19,3,0,1,1,0,0xfa7c930773e30c9eea97c04494062eec
5,1,0,20,4,0,1,1,0,0x00000000000000000000000000000000
5,1,0,21,5,0,1,1,0,0x0f8abf1a6ff714b425dbf0939d616182
5,1,0,22,6,0,1,1,0,0x04810cd29a288945259aa0ccce56c95e
5,1,0,23,7,0,1,1,0,0xbe453b5405ba4a4a7964777701bec303
5,1,0,24,8,0,1,1,0,0x00000000000000000000000000000000
5,1,0,25,9,0,1,1,0,0x190e5ae86916e6a6869e3515ee571d97
5,1,0,26,10,0,1,1,0,0xdad39cee892676fbdcf81f999d29c685
5,1,0,27,11,0,1,1,0,0xfdcff33537046df79b604ae6d54b590e
5,1,0,28,12,0,1,1,0,0x00000000000000000000000000000000
5,1,0,29,13,0,1,1,0,0x023f114ab1873c4f1ef0fd477b92aa16
5,1,0,30,14,0,1,1,0,0xb0cd7704bb6b6e5459772f6fa89fda49
5,1,0,31,15,0,1,1,0,0x80fbbb2e077f0c83c3368f989d8f914a
5,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
5,0,1,1,1,0,0,1,0,0x16ec5bfcef281882106237757a0e5d61
5,0,1,2,2,0,0,1,0,0xa3952c44a3dac682ff0683ab7f4c3f43
5,0,1,3,3,0,0,1,0,0xf08f5af11f4054b73174ba3687724897
5,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
5,0,1,5,5,0,0,1,0,0x0236b62837dd7d71052bc08079ca362b
5,0,1,6,6,0,0,1,0,0x31008b10786d5e4330517c3240371ccc
5,0,1,7,7,0,0,1,0,0xed52ded9e819370c441f30ddbe4cba7f
5,0,1,8,8,0,0,1,0,0x00000000000000000000000000000000
5,0,1,9,9,0,0,1,0,0x0eb7e34a60840288a6c8e83e9af36305
5,0,1,10,10,0,0,1,0,0xb77f1508758fcc59004d43aca3d6e2b6
5,0,1,11,11,0,0,1,0,0xa6d723b784bd9a4842de9a0be258642b
5,0,1,12,12,0,0,1,0,0x00000000000000000000000000000000
5,0,1,13,13,0,0,1,0,0x09b203d829032bef5e4887e5543c7c80
5,0,1,14,14,0,0,1,0,0xc05f1a6c54d58f8c6e3aa0c16cb2718d
5,0,1,15,15,0,0,1,0,0x3ec533679dd9a7d53f418e26cc5f254b
6,1,0,0,0,1,0,1,0,0x00000000000000000000000000000000
6,1,0,1,1,1,0,1,0,0x097df1294c15c123d230ed849454c521
6,1,0,2,2,1,0,1,0,0x87a0d7a0d83abeed39aed127b166c7e7
6,1,0,3,3,1,0,1,0,0x7b91297d508aae2bc034b7e44ce8ae08
6,1,0,4,4,1,0,1,0,0x00000000000000000000000000000000
6,1,0,5,5,1,0,1,0,0x199b959796b93e27115f272298ed1c30
6,1,0,6,6,1,0,1,0,0xf3907ca9ecb4f83e00b07f2f6ce11b11
6,1,0,7,7,1,0,1,0,0xec9f7832a16826b3d4e40bacc5535417
6,1,0,8,8,1,0,1,0,0x00000000000000000000000000000000
6,1,0,9,9,1,0,1,0,0x18377f43d145aa571364b74512e33c99
6,1,0,10,10,1,0,1,0,0xf9cdbfb1761dd00500446968255ac11e
6,1,0,11,11,1,0,1,0,0x89369bb88d734f99b2f0e9f643ad5cf0
6,1,0,12,12,1,0,1,0,0x00000000000000000000000000000000
6,1,0,13,13,1,0,1,0,0x158dd8e9ddd786e30428a736f6d2cf94
6,1,0,14,14,1,0,1,0,0x0eca5753685cbaba00397d8a972b34cc
6,1,0,15,15,1,0,1,0,0xd061fa320127436600a881188294ed9a
6,1,0,16,0,0,1,1,0,0x00000000000000000000000000000000
6,1,0,17,1,0,1,1,0,0x10becf9caab4f038824fa7f3419be46c
6,1,0,18,2,0,1,1,0,0x55f4486c4a0f81175cc0849010ed9df3
6,1,0,19,3,0,1,1,0,0xd4f7b52b951b2d44a08b222414f562b1
6,1,0,20,4,0,1,1,0,0x00000000000000000000000000000000
6,1,0,21,5,0,1,1,0,0x150ae5238cf69b259fb97785db4067f4
6,1,0,22,6,0,1,1,0,0xa84e1e5817c582715c6c26d3a79f5fde
6,1,0,23,7,0,1,1,0,0xf26505136e1dbada22bb2ce30861d834
6,1,0,24,8,0,1,1,0,0x00000000000000000000000000000000
6,1,0,25,9,0,1,1,0,0x0f532febc0b5c6ea591cc41383f5c242
6,1,0,26,10,0,1,1,0,0xecdc73c32e87bad14916d01d7841a991
6,1,0,27,11,0,1,1,0,0x6dff81b80a064eb217a91a41aaa132a0
6,1,0,28,12,0,1,1,0,0x00000000000000000000000000000000
6,1,0,29,13,0,1,1,0,0x0c4ee9e1aa75d965d195158a3e99c001
6,1,0,30,14,0,1,1,0,0x8ca39fdf2a4f94ffcc38426b63c67439
6,1,0,31,15,0,1,1,0,0xdbcf0ff2dfe80a5a051e5a3a05e5adc7
6,0,1,0,0,0,0,1,0,0x00000000000000000000000000000000
6,0,1,1,1,0,0,1,0,0x1173e09b46a1bf731c5edfb248248e56
6,0,1,2,2,0,0,1,0,0xa11e1f201111917cb1bf96d04e7ffd3f
6,0,1,3,3,0,0,1,0,0xa05c56abdc0a39f8c0ada0aacb2e7f6b
6,0,1,4,4,0,0,1,0,0x00000000000000000000000000000000
6,0,1,5,5,0,0,1,0,0x13f7926480ce8acf914120af43b54dd9
6,0,1,6,6,0,0,1,0,0x564d771cfed4e9011ef4520e980398ea
6,0,1,7,7,0,0,1,0,0xfa833ce5e1e3e65a21917edbff1d8007
6,0,1,8,8,0,0,1,0,0x00000000000000000000000000000000
6,0,1,9,9,0,0,1,0,0x09379bd83448fd69aaa578d7f2623e22
6,0,1,10,10,0,0,1,0,0x4069d01db576e56d819686cdcb166973
6,0,1,11,11,0,0,1,0,0x1f5ed48dedc0831c3da02c5ce29a9fe6
6,0,1,12,12,0,0,1,0,0x00000000000000000000000000000000
6,0,1,13,13,0,0,1,0,0x006ac3362e34e66c9ec5340a4cf58268
6,0,1,14,14,0,0,1,0,0x48eb3dfa067ed0b8fdb7f7d58f74a078
6,0,1,15,15,0,0,1,0,0x40b447ca7288ad10f512413a1a599f59
7,1,0,0,0,1,0,0,0,0x00000000000000000000000000000000
7,1,0,1,1,1,0,0,0,0x03e5f4bc87094264b195c8c8a958f10d
7,1,0,2,2,1,0,0,0,0x8b33edcede02a9f681b39f1de791cff8
7,1,0,3,3,1,0,0,0,0x685c6d41662485d0ccd2560a2d6c16e0
7,1,0,4,4,1,0,0,0,0x00000000000000000000000000000000
7,1,0,5,5,1,0,0,0,0x073ae81e475214360e9691443380e786
7,1,0,6,6,1,0,0,0,0x580f74a34aa1c8c99d1dbbc6679ebb60
7,1,0,7,7,1,0,0,0,0xfae1551639a267f9bbac6eec39b4a871
7,1,0,8,8,1,0,0,0,0x00000000000000000000000000000000
7,1,0,9,9,1,0,0,0,0x18458285e211c491e744a4aaf3f9c3a1
7,1,0,10,10,1,0,0,0,0x94da75041af24ef2b86924e2938b5e03
7,1,0,11,11,1,0,0,0,0xaf65519fbfccec52403d98bd448f2b9a
7,1,0,12,12,1,0,0,0,0x00000000000000000000000000000000
7,1,0,13,13,1,0,0,0,0x08d6f55d6b6e255d9bdcb02f8fdee94e
7,1,0,14,14,1,0,0,0,0x1a089e989390b2c0f170cdb1ca1964dd
7,1,0,15,15,1,0,0,0,0x66e6f67fd45cf348e5d9cdf0fbb48087
7,1,0,16,0,0,1,0,1,0x00000000000000000000000000000000
7,1,0,17,1,0,1,0,1,0x18c50e0f2a1e523ba1b85264edaa03b2
7,1,0,18,2,0,1,0,1,0x8e8d69b0a203ca3b8d931aad3b6b8b0b
7,1,0,19,3,0,1,0,1,0x31b0d6b2d47d6110e3e377b61796fcc5
7,1,0,20,4,0,1,0,1,0x00000000000000000000000000000000
7,1,0,21,5,0,1,0,1,0x15579bbcd5ced6f72942f3df2746c6f1
7,1,0,22,6,0,1,0,1,0x151f4a4d47378e0df6230d7afbb9cb9c
7,1,0,23,7,0,1,0,1,0x89e6bf20403604981a08497943ccf3a1
7,1,0,24,8,0,1,0,1,0x00000000000000000000000000000000
7,1,0,25,9,0,1,0,1,0x1330112973699e49fa5bdfd8dc1a5d79
7,1,0,26,10,0,1,0,1,0xe1135da222e66ed46f7696a550e6e4a4
7,1,0,27,11,0,1,0,1,0xf21f01a8d975ad0d64ebf86ae0682427
7,1,0,28,12,0,1,0,1,0x00000000000000000000000000000000
7,1,0,29,13,0,1,0,1,0x13039da6045abd73263120ffae80ed27
7,1,0,30,14,0,1,0,1,0x5aa88a3320a3cd2fb3a692605652ed32
7,1,0,31,15,0,1,0,1,0xe8f14b5dddbb08184ce53671ad04059a
7,0,1,0,0,0,0,0,0,0x00000000000000000000000000000000
7,0,1,1,1,0,0,0,0,0x00000000000000000000000000000000
7,0,1,2,2,0,0,0,0,0x00000000000000000000000000000000
7,0,1,3,3,0,0,0,0,0x00000000000000000000000000000000
7,0,1,4,4,0,0,0,0,0x00000000000000000000000000000000
7,0,1,5,5,0,0,0,0,0x00000000000000000000000000000000
