recipient,amount
0x84f734c6c6fe7bB628E0Ff04Ff0a5776B8D68F9F,3
0x1A929b5d550C45ca8A0cFDB82F7c9C15FC278f31,22
0xd1C4b8128DB5eBe86FDFAF437d085Ab94aC80f5e,22
0xd9a90443E70299082af0fbE91aed36BD14318fed,22
0xD46f9639a2FAFF8A5C9b39564DD934Fd783eC81D,22
0xddFE0A99fD0DF2532Bb253ca80A1Fc550cc48317,22
0x1172308C2Ea73fF48A998850dB50Cf5516AC2f2B,22
0xCb896ff62CE5976498927dC4ba9b951C635EbCde,22
0x54bD31f7dEcb7D8B6c35a2183c1367088FF680f6,10
0x1ccaD3a25157748a7E6529b8497F82d3127d73CD,22
0x3cB99eF39bfD2c30522fF2e9b125F9C24b10eF49,22
0x4e94992A2F4131caa4F9916AC35c554E8d2016e1,22
0xfb5dC9Eb32Ca6e598D1E838c18968F976274dDf6,17
0x9E37de7077b0992096e9805A13B08D830f27e70F,17
0x78be8CB306468BaF8F29F9b2792EAb84237B442b,17
0x27A700509047561DE603A7508459Abe337a1db66,17
0xa87b82730125c73c9349034EF9f6b2ba8773d5Ed,17
0xad1E9107C8fBdC9077BEe590236d24932eD13626,3
0xB2D3d9dDe6230b38afEFc2096D274679e326F51d,15
0xFF7F6E2Bc20F8029bc100A1A0b7C31632e886F32,15
0xa77353EC5f6D5a575b0078836FA22EF1e53715E6,15
0x3cE6647E164a223f53442727e845d7C6943D5eBe,22
0x9487EBE5200498800D4d1E28c11b3cE7869B987B,22
0xCDb446d442c3A5D81E80953d58BC9cfF43aa62a6,22
0x4b95FaADbF6E6ba575bE78A60Db1A07b8Bb72fb4,22
0x9D509b6E3561daa569430c9F92dBE291c118ea93,22
0x06F7FF77d059F00E3C9A6426fD6be156bcaAB03E,22
0xB075fC522cDa36534b481Fd7Bc03A02f869D7Ba2,10
0x24A46122456213Bf28B27058B16975a66660b9D9,10
0xBB869e62CF10FeeF4353a7D933145a7a0b0C75EE,10
0x0F78a1e88f0d22C663856bBc43278c72230AB45C,10
0x3196ca5cec7ED8bd8d6088d1dd1DdE557376931f,10
0xDE270E4895295686A0AcF79EcE80bDaE2F740577,10
0xa1F0c5bcE51e105cc6315c652810F6F2Fb9222aF,10
0xe19884DA1Ef8dDDA47Dd4bc488A15902ea40770D,10
0xCa98087F8b9e4270C60D6ccF126b444AdB323e56,10
0x49F320A9921E41DB32ba8Adf2a457AafCCd0d9Ed,10
0xf371B86b1C39A991f45A315CE1c4b69d971A8e5e,10
0x8c4eAd2ebE5d3Fd43BE2830a3B9aC05825f3F267,10
0x79DE740892Ca53374Bc63E11c36764d4B6d7A22E,3
0x133268C2cfcf556eF9785ACf3503d5648deade3B,3
0x15fF953ad6c670D94e4dB92b4feD71aAE86e2dF5,3
0x8f3ab4c0D4D41694Fea84e30B1309b0628AbdB99,3
0xD09103dA739e2291B9Ae5BC4fdf78C9b193d33b2,3
0x5d5158bA0903Ae8b75c9a86D217a2A9B19Ce7CC1,3
0xa11BA240BB69F33BD2Df34431f3A223933C72A55,3
0x5a087685146aEE03C4a5213b9dF89798A8Db4346,3
0x1DF2F4768296255Cdc6A0c61E027BA0474E9C8FB,3
0x940f5293be23c4d06F9F561F2Df79457D3782e1e,17
0x538C6640A97C4fa200603E694f056F7CF8C7EFfD,17
0xeb8F6A43D0f5ae5a887e2D2cbD2cfCc3e3260091,17
0xa4cEa0F3782Fb2d71106d14911EEb477313AB192,17
0xE3845Bc468F015e1cd2C587124a8d5fd958e22EC,17
0xEE903C51995e7ecAf7C08532c067eB4179806Af7,17
0xa71e770761690a6f9eC0634737919cf1A948E3B7,17
0x6546365bCDd86bE59bD13Ed7630e891724eC9FbD,17
0x2668cEdD94E94544Fe0D88c74BE62B0bDc650002,17
0xf3054c1d2e66c3e0BDFe9fBe65c8AAcCFb0E3d7B,20
0xe0B3Bc6a830206241bF4B9129172Ee591C158129,20
0x9bbbCb4E9b282ca1425aAB2D83255b5C3851d020,20
0x72a02A3eDf82E324BDd06EDC57905A9c62771933,20
0x81ce523Cb31eEF214F20CFeDAd3E93d1Dd72879c,20
0x145485D7985a72eA4c2fEDC1d7f8a4BF299291eF,20
0x20077fA4D8EECd3A448181282e7D094A0919685c,20
0x884decAed863BAAa3daea628b39b1926b93a9fb9,20
0x4704635907BAf815fDEf6201530EeFc8E214Ad33,20
0xE53090a397A24D43175CFCA53aBCcf1c946ad38d,3
0xcDC9Fc13254225Cf52Fc4ACD207377Ad91ECa3D9,15
0x5C21D9f6167B0D4f2E492811E0334B543d5CF858,15
0x24E4AC8a81498316c6089a25bb248EAD426B0Ee0,15
0x2e42b755eFbbb87c6e5Af72607D4027F5e52dAB2,15
0xB49B53d5fB427a444Ecffd9656b5486b9Fbf4360,15
0x2eb71135fE647E2d7971a2E1ac484158a71fC820,15
0xEe75A8183067241D928BB652F142E2246052Df02,15
0xd9ef734D926b2d725868bBEd3512b135f42D64c5,15
0x367Be5C9d5c4B40C6A97cd039e9022EAD66b7C50,10
0x3396141180217598BBf1Fd19DecFf8b7adCA9d58,10
0xeD8895500D9A782cdD25E363A60773311d2b5a1D,10
0x09733F6A4fd5c0a30aa15251b3d75B535A9eD40D,10
0xd36439D183d9aE05FbaA2bf2398349Cd9b1c5c0e,10
0x7E4ce5c226D2cdd9D5A974afd56BdD3A188d6D86,10
0xbc59E0f01d3C31e5a9370321cC808A4e7625C93F,10
0x5e6454b35f3d6C09b36C9eaf9BEF754f53E0cB77,10
0x1C9328aF8f9F5909BB4F61388E52A07Aa5191569,10
